word1	word2	sent1	sent2	Gold_Complexity	prompt1_answer	prompt5_answer	prompt7_answer	binary_answer1	binary_answer5	binary_answer7	mode_complexity
mensageiros	inimigos	Então Josué enviou mensageiros, que foram correndo à tenda; e eis que tudo estava escondido na sua tenda, e a prata por baixo.	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	mensageiros.	inimigos.	"(b). ""e"	1	1	0	1
Egito	inimigos	Mas rebelaram-se contra mim, e não me quiseram ouvir; ninguém lançava de si as abominações dos seus olhos, nem deixava os ídolos do Egito; então eu disse que derramaria sobre eles o meu furor, para cumprir a minha ira contra eles no meio da terra do Egito.	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	egito is more difficult	inimigos.	"(a). ""mas"	1	1	1	1
vingador	inimigos	Ou por inimizade o ferir com a sua mão, e morrer, certamente morrerá aquele que o ferir; homicida é; o vingador do sangue, encontrando o homicida, o matará.	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	vingador.	inimigos.	"(a). ""o"	1	1	1	1
Mica	rodas	E Baquebacar, Heres e Galal; e Matanias, filho de Mica, filho de Zicri, filho de Asafe;	Então os querubins elevaram as suas asas, e as rodas os acompanhavam; e a glória do Deus de Israel estava em cima sobre eles.	1	"""mica"" is"	rodas.	"(b). ""ent"	1	1	0	1
membros	destino	os médicos são membros de comissão designada pelo crm, em vista de fiscalização ocorrida em 19 de julho desse ano para acompanhamento das condições técnicas do hospital	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	0	membros	destino.	"(a). ""os"	1	1	1	1
bete-pelete	destino	E em Jesuá, e em Molada, e em Bete-Pelete,	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	1	bete-pelete	destino	"(b). ""pass"	1	1	0	1
Jerusalém	noites	Pedro, porém, pondo-se em pé com os onze, levantou a sua voz, e disse-lhes: Homens judeus, e todos os que habitais em Jerusalém, seja-vos isto notório, e escutai as minhas palavras.	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	jerusalém	"""noites"" is"	"(a). ""ped"	1	1	1	1
rascunho	observadores	está pronto o rascunho do texto da lei geral de licenciamento ambiental, que o governo temer pretende enviar ao congresso no final de setembro	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	0	rascunho.	observadores	"(a). ""est"	1	1	1	1
Mica	noites	E Baquebacar, Heres e Galal; e Matanias, filho de Mica, filho de Zicri, filho de Asafe;	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	noites.	noites	"(b). ""p"	0	1	0	0
pajem	siclos	Vendo, pois, o seu pajem de armas que Saul já era morto, também ele se lançou sobre a sua espada, e morreu com ele.	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	1	pajem	siclos	"(a). ""v"	1	1	1	1
energias	destino	estamos tentando aumentar capilaridade e ter mais acesso físico a elas, afirmou, sinalizando que poderá estimular investimentos com foco em  energias renováveis, tecnologias e cidades inteligentes, além do apoio ao comércio exterior	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	0	"""energias"""	destino.	"(a). ""est"	1	1	1	1
ornato	siclos	Dize ao rei e à rainha: Humilhai-vos, e assentai-vos no chão; porque já caiu todo o ornato de vossas cabeças, a coroa da vossa glória.	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	1	ornato	siclos	"(a). ""d"	1	1	1	1
luz	observadores	E aconteceu ao tempo de dar à luz que havia gêmeos em seu ventre;	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	0	"""observadores"	observadores	"(b). ""de"	0	1	0	0
parâmetro	destino	júlio silva: sem dúvida alguma é preciso estancar a corrupção em vilhena e estabelecer um novo parâmetro na aplicação dos recursos públicos nas mais diversas áreas sob responsabilidade da administração municipal	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	1	"""parâmetro"	destino	"(b). ""pass"	1	1	0	1
contribuição	noites	dez já estão disponíveis para contribuição da sociedade civil e a expectativa é que outros dois entrem em consulta pública em outubro	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	contribuição	noites	"(b). ""p"	1	1	0	1
autor	rodas	os autores foram conduzidos à delegacia de polícia civil, sendo que o autor m	Então os querubins elevaram as suas asas, e as rodas os acompanhavam; e a glória do Deus de Israel estava em cima sobre eles.	1	autor.	rodas.	"(b). ""ent"	1	1	0	1
pensamentos	dissipa	por outro lado, para fazer a crítica a tal ideologia, é necessário que as classes opostas à burguesia tenham, latentes ou fragmentários, os pensamentos que questionem a subordinação humana e a falsidade das promessas de liberdade, igualdade, fraternidade, mérito etc	Assentando-se o rei no trono do juízo, com os seus olhos dissipa todo o mal.	0	"""pensamentos"	pensamentos	"(a). ""por"	1	0	1	1
teias	siclos	As suas teias não prestam para vestes nem se poderão cobrir com as suas obras; as suas obras são obras de iniqüidade, e obra de violência há nas suas mãos.	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	"""teias"" is"	siclos.	"(a). ""as"	1	1	1	1
escudo	galeria	Preparai o escudo e o pavês, e chegai-vos para a peleja.	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	0	escudo is more difficult	galeria	"(b). ""na"	1	1	0	1
heteu	noites	Depois ordenou-lhes, e disse-lhes: Eu me congrego ao meu povo; sepultai-me com meus pais, na cova que está no campo de Efrom, o heteu,	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	"""noites"" is"	noites.	"(b). ""p"	0	1	0	0
LN	destino	# PL Ferreira; LN Ferreira; LN Pereira	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	1	destino is more difficult	destino.	"(b). ""pass"	0	1	0	0
Daniel	destino	Então Daniel, cujo nome era Beltessazar, esteve atônito por uma hora, e os seus pensamentos o turbavam; falou, pois, o rei, dizendo: Beltessazar, não te espante o sonho, nem a sua interpretação. Respondeu Beltessazar, dizendo: Senhor meu, seja o sonho contra os que te têm ódio, e a sua interpretação aos teus inimigos.	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	0	"""destino"" is"	daniel	"(a): ""ent"	0	0	1	0
conhecimento	siclos	o atacante hulk, da seleção brasileira, contestou o escritor e disse que ele não demonstra conhecimento da importância da região para o país	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	conhecimento	conhecimento	"(b). ""e"	1	0	0	0
mapas	arrabaldes	A análise estatística da amostra de 3585 estudantes foi desenvolvida em SPSS, Excel nas representações gráficas e ArcMap, para os mapas.	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	arrabaldes	mapas.	"(b). ""p"	0	0	0	0
cestos	noites	Tirei de seus ombros a carga; as suas mãos foram livres dos cestos.	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	"""cestos"""	noites.	"(b). ""p"	1	1	0	1
atos	galeria	para que a organização criminosa alcançasse sucesso e pudesse praticar crimes ao longo dos anos, foi necessária a formatação de uma base empresarial, burocrática, técnica e política que desse sustentação aos atos criminosos	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	0	"""atos"" is"	galeria	"(a). ""p"	1	1	1	1
resolução	noites	Objetivo: Avaliar retrospetivamente doentes com diagnóstico de espondilodiscite tuberculosa operados num período de 15 anos(1996 a 2011); avaliar opções cirúrgicas tomadas e respetivos resultados relativamente à resolução da infeção, controlo da deformidade e evolução da lesão neurológica.	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	"""resoluç"	noites	"(a). ""ob"	1	1	1	1
Sadraque	observadores	Então o rei fez prosperar a Sadraque, Mesaque e Abednego, na província de Babilônia.	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	1	sadraque.	observadores.	"(b)  """	1	1	1	1
ornato	observadores	Dize ao rei e à rainha: Humilhai-vos, e assentai-vos no chão; porque já caiu todo o ornato de vossas cabeças, a coroa da vossa glória.	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	1	"""ornato"""	observadores	"(a). ""d"	1	1	1	1
solicitar	galeria	o mec chegou a solicitar aos institutos federais os nomes dos ocupantes e disse que há relatos da presença de pessoas que não pertencem à comunidade dos locais ocupados	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	1	solicitar.	galeria.	"(a). ""o"	1	1	1	1
número	siclos	ampliar o número de creches	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	siclos.	número.	"(b). ""e"	0	0	0	0
louvor	noites	Bendizei, povos, ao nosso Deus, e fazei ouvir a voz do seu louvor,	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	"""louvor"" is"	noites.	"(b). ""p"	1	1	0	1
dívidas	galeria	Não estejas entre os que se comprometem, e entre os que ficam por fiadores de dívidas,	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	0	dívidas	galeria.	"(b). ""na"	1	1	0	1
conformidade	inimigos	garantir que o armazenamento de óleo combustível esteja em conformidade com as normas da abnt, bem como sua destinação respeite resolução do conama, com apresentação de relatório de diagnóstico em 30 dias	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	"""conformidade"	inimigos	"(a) ""gar"	1	1	1	1
aim	noites	E Lebaote, e Silim, e Aim, e Rimom; todas as cidades e as suas aldeias, vinte e nove.	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	noites.	aim.	"(b). ""p"	0	0	0	0
arcos	observadores	Porque o destruidor vem sobre ela, sobre Babilônia, e os seus poderosos serão presos, já estão quebrados os seus arcos; porque o SENHOR, Deus das recompensas, certamente lhe retribuirá.	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	0	arcos	observadores	"(a). ""p"	1	1	1	1
tecnologia	observadores	desenvolver políticas públicas para a valorização da leitura na escola e em casa preparar corpo técnico e docente para utilizar novas técnicas de ensino baseada na tecnologia atual	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	0	"""observadores"	tecnologia	"(a). ""des"	0	0	1	0
direitos	nome	para ele, essas ações podem até não agradar num primeiro momento, porém buscam viabilizar a conduta e o bem-estar do povo brasileiro e negou, ainda, que vai acabar com os direitos trabalhistas	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	direitos.	nome.	"(b). ""e"	1	1	0	1
papel	noites	Os aspetos nutricionais serão discutidos, incluindo o papel que o exercício pode ter sobre a redução dos efeitos negativos deste fenômeno.	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	noites.	papel	"(b). ""p"	0	0	0	0
cidadãos	observadores	como cidadãos brasileiros estamos observando para ver como o brasil emerge desta grave crise e com que força buscará punir os congressistas arrolados em processos escandalosos se eram estes a base do pilar que sustentava o governo de dilma, deixaram-na vulnerável e passaram a apoiar o governo do presidente michel temer	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	0	cidadãos	cidadãos	"(a). ""com"	1	0	1	1
assinatura	inimigos	Fritz Jacob Heinrich Lewy descreveu a patologia da Paralysis agitans [doença de Parkinson] e identificou pela primeira vez corpos de inclusão eosinófílos em neurônios de certos núcleos cerebrais, conhecidos mais tarde como corpos de Lewy, assinatura patológica das doenças dos corpos de Lewy.	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	assinatura	assinatura	"(a). ""f"	1	0	1	1
responder	destino	E disse Davi a Jônatas: Quem me fará saber, se por acaso teu pai te responder asperamente?	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	0	both words are generally considered	responder	"(a). """	1	0	1	1
Selá	siclos	Perdoaste a iniqüidade do teu povo; cobriste todos os seus pecados. (Selá.)	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	selá	selá.	"(b). ""e"	1	0	0	0
química	dissipa	Este artigo apresenta um diagnóstico por citologia aspirativa com agulha fina (CAAF) de um PE, associado ao exame histológico e de imunocito/histoquímica.	Assentando-se o rei no trono do juízo, com os seus olhos dissipa todo o mal.	1	química.	química	"(a). ""e"	1	0	1	1
Satanás	noites	E Jesus, respondendo, disse-lhe: Vai-te para trás de mim, Satanás; porque está escrito: Adorarás o SENHOR teu Deus, e só a ele servirás.	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	satanás	noites	"(a). ""e"	1	1	1	1
Senhor	nome	Traze estas coisas à memória, ordenando-lhes diante do Senhor que não tenham contendas de palavras, que para nada aproveitam e são para perversão dos ouvintes.	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	senhor	nome	"(a). ""tra"	1	1	1	1
liberdade	nome	Ora, o Senhor é Espírito; e onde está o Espírito do Senhor, aí há liberdade.	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	liberdade.	nome	"(a). ""o"	1	1	1	1
página	inimigos	uma página de loro numa rede social tem mais de 13 mil seguidores, e campanhas pelo seu aparecimento têm sido feitas	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	0	"""inimigos"	página	"(b). ""e"	0	0	0	0
firmas	noites	os argumentos do governo são de que a medida poderá preservar empregos e reduzir prejuízos de empresas com crédito a receber de firmas em recuperação judicial	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	firmas	noites	"(a). ""os"	1	1	1	1
nacionais	destino	o objetivo deste trabalho foi levantar uma reflexão da falta de discussão de ética nos planos nacionais de educação, disse a professora aparecida pacheco	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	0	"""nacionais"""	destino.	"(b). ""pass"	1	1	0	1
número	galeria	ampliar o número de creches	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	0	número.	número.	"(b). ""na"	1	0	0	0
conselho	siclos	Depois os principais dos sacerdotes e os fariseus formaram conselho, e diziam: Que faremos? porquanto este homem faz muitos sinais.	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	"""conselho"""	conselho.	"(b). ""e"	1	0	0	0
declarações	arrabaldes	já sobre wilson santos (psdb), emanuel ressaltou as diversas declarações contrárias ao vlt e disse que sua possível gestão será a vontade de pedro taques	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	it is difficult to say	declaraçõ	"(b). ""p"	1	1	0	1
superfície	destino	a empresa fez uma extensa apresentação sobre o processo avançado de polimento que fez na superfície do dispositivo para garantir o acabamento elegante	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	0	"""destino"" is"	destino.	"(b). ""pass"	0	1	0	0
desafios	nome	para que possamos enfrentar os enormes desafios da próxima década, precisamos expandir nosso conhecimento sobre segurança cibernética, disse o chefe de desenvolvimento elétrico e eletrônico da volkswagen, volkmar tanneberger	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	desafios	nome.	"(b). ""e"	1	1	0	1
ouro	siclos	Porém toda a prata, e o ouro, e os vasos de metal, e de ferro são consagrados ao SENHOR; irão ao tesouro do SENHOR.	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	ouro  is more	siclos.	"(a). ""p"	1	1	1	1
conformação	observadores	Essa relação se deve à grande perda de tecido e à mudança da conformação anatômica do calcâneo em alguns casos.	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	1	conformação	observadores.	"(a). ""ess"	1	1	1	1
presidente	nome	no pentágono, a cerimônia contou com a presença do presidente barack obama	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	"""presidente"" is"	nome.	"(b). ""e"	1	1	0	1
classificação	observadores	a classificação indicativa é de 14 anos	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	0	classificação	observadores	(b).	1	1	0	1
margem	galeria	o intervalo de confiança estimado é de 95% com margem de erro estimado de 4,8%, para mais ou para menos	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	1	margem.	galeria	"(a). ""o"	1	1	1	1
sinapse	dissipa	A encefalite antirreceptor N-metil-D-aspartato (NMDA) é uma doença autoimmune recentemente descoberta, na qual anticorpos têm como alvo os receptors NMDA no cérebro, levando à sua remoção da sinapse.	Assentando-se o rei no trono do juízo, com os seus olhos dissipa todo o mal.	1	sinapse	dissipa.	"(a). ""a"	1	1	1	1
variante	galeria	Conclusão: As variantes anatómicas associadas à divisão alta do nervo isquiático devem sempre ser tidas em consideração porserem relativamente comuns e terem importantes implicações clínicas, nomeadamente nas áreas de Anestesiologia, Neurologia, Medicina do Desporto e Cirurgia.	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	1	variante.	galeria	"(a). ""con"	1	1	1	1
Uriel	dissipa	Crónicas capítulo 13	Assentando-se o rei no trono do juízo, com os seus olhos dissipa todo o mal.	0	uriel.	uriel	"(b). ""ass"	1	0	0	0
polarização	inimigos	Entre as inúmeras técnicas desenvolvidas para avaliação da microcirculação encontram-se: avaliação clínica (por exemplo: índice de perfusão periférica e gradiente de temperatura); fluxometria por laser Doppler; eletrodos de avaliação de oxigênio tecidual; videomicroscopia (imagem espectral por polarização ortogonal, análise em campo escuro de fluxo lateral, ou iluminação incidental em campo escuro); e espectroscopia no infravermelho próximo.	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	"""polarizaç"	inimigos.	"(a). ""ent"	1	1	1	1
siclos	arrabaldes	E a prata dos arrolados da congregação foi cem talentos e mil e setecentos e setenta e cinco siclos, conforme o siclo do santuário;	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	siclos	arrabaldes	"(b). ""p"	1	1	0	1
diferença	rodas	E, em toda diferença que vier a vós de vossos irmãos que habitam nas suas cidades, entre sangue e sangue, entre lei e mandamento, entre estatutos e juízos, admoestai-os que se não façam culpados para com o SENHOR, e não venha grande ira sobre vós e sobre vossos irmãos; fazei assim e não vos fareis culpados.	Então os querubins elevaram as suas asas, e as rodas os acompanhavam; e a glória do Deus de Israel estava em cima sobre eles.	1	"""diferença"	"""rodas."""	"(a). ""e"	1	1	1	1
peixe	rodas	Discussão: Têm sido desenvolvidas poderosas ferramentas genéticas e de microscopia in vivo, que também tornaram o peixe-zebra num modelo valioso em investigação biomédica.	Então os querubins elevaram as suas asas, e as rodas os acompanhavam; e a glória do Deus de Israel estava em cima sobre eles.	0	peixe.	"""peixe"""	"(b). ""ent"	1	0	0	0
oligarquia	arrabaldes	a usurpação social em fhc era a que a legislação criada pela oligarquia dominante permitia, era a usurpação legal	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	oligarquia	"""oligarqu"	"(b). ""p"	1	1	0	1
rascunho	arrabaldes	está pronto o rascunho do texto da lei geral de licenciamento ambiental, que o governo temer pretende enviar ao congresso no final de setembro	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	arrabaldes.	rascunho.	"(b). ""p"	0	0	0	0
ausência	arrabaldes	Fatores associados à não prescrição por ordem decrescente de relevância: uso prévio de antiagregantes, doente acamado e/ou demente, ausência de insuficiência cardíaca e número de fatores de risco hemorrágico.	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	arrabaldes is	ausência	"(a). ""fat"	0	0	1	0
guerras	siclos	E, quando ouvirdes de guerras e sedições, não vos assusteis. Porque é necessário que isto aconteça primeiro, mas o fim não será logo.	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	guerras.	siclos	"(b). ""e"	1	1	0	1
EF	rodas	A função erétil foi avaliada através do IIEF-5. O padrão de bifurcação da Artéria Ilíaca Interna foi caracterizado de acordo com a classificação de Yamaki.	Então os querubins elevaram as suas asas, e as rodas os acompanhavam; e a glória do Deus de Israel estava em cima sobre eles.	1	"""rodas"" is"	rodas.	"(a). ""a"	0	1	1	1
bactérias	rodas	As bactérias multirresistentes mais frequentemente identificadas foram SAMR (35,8%), PAMR (29,2%) e bacilos gram negativos com fenótipo ESBL (17,9%).	Então os querubins elevaram as suas asas, e as rodas os acompanhavam; e a glória do Deus de Israel estava em cima sobre eles.	1	bactérias	rodas.	"(a). ""as"	1	1	1	1
funções	siclos	A diabetes mellitus pode afetar várias funções do sistema imunitário do indivíduo, predispondo-o para a inflamação crónica, degradação progressiva dos tecidos e diminuição da reparação tecidular.	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	"""funçõ"	funções	"(a). ""a"	1	0	1	1
nação	siclos	E julgará entre muitos povos, e castigará nações poderosas e longínquas, e converterão as suas espadas em pás, e as suas lanças em foices; uma nação levantará a espada contra outra nação, nem aprenderão mais a guerra.	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	nação	"nação 
"	"(a). ""e"	1	0	1	1
Baal	noites	Também deixei ficar em Israel sete mil: todos os joelhos que não se dobraram a Baal, e toda a boca que não o beijou.	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	baal	noites.	"(b). ""p"	1	1	0	1
mar	nome	E o rei Acaz cortou as cintas das bases, e de cima delas tomou a pia, e tirou o mar de sobre os bois de cobre, que estavam debaixo dele, e pô-lo sobre um pavimento de pedra.	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	"""nome"" is"	nome.	"(a). ""e"	0	1	1	1
nação	nome	E julgará entre muitos povos, e castigará nações poderosas e longínquas, e converterão as suas espadas em pás, e as suas lanças em foices; uma nação levantará a espada contra outra nação, nem aprenderão mais a guerra.	Eu vim em nome de meu Pai, e não me aceitais; se outro vier em seu próprio nome, a esse aceitareis.	1	"""nação"""	"""nome"" is"	"(a). ""e"	1	1	1	1
segurança	rodas	mas o mais importante, transparência total na planilha para a população saber de verdade quanto custa a tarifa e melhorar a segurança tanto nos ônibus quanto nos terminais, finalizou	Então os querubins elevaram as suas asas, e as rodas os acompanhavam; e a glória do Deus de Israel estava em cima sobre eles.	1	segurança	rodas	"(b). ""ent"	1	1	0	1
orçamento	dissipa	outrora a mais sofisticada máquina de guerra da américa do sul, hoje o orçamento de defesa da argentina é o menor da américa do sul — apenas 1	Assentando-se o rei no trono do juízo, com os seus olhos dissipa todo o mal.	0	"""orçamento"	orçamento	"(a). ""out"	1	0	1	1
Análise	inimigos	Material e Métodos: Análise retrospetiva dos processos clínicos e avaliações imagiológicas de doentes com diagnóstico de espondilodiscite tuberculosa operados entre 1996 e 2011. Foram identificados 33 doentes com idade média de 46,7 anos; 17 doentes apresentavam infeção torácica, 11 lombar e cinco toraco-lombar.	E eu derrubarei os seus inimigos perante a sua face, e ferirei aos que o odeiam.	1	análise	análise	"(a). ""material"	1	0	1	1
superfície	siclos	a empresa fez uma extensa apresentação sobre o processo avançado de polimento que fez na superfície do dispositivo para garantir o acabamento elegante	E dos mil e setecentos e setenta e cinco siclos fez os colchetes das colunas, e cobriu os seus capitéis, e os cingiu de molduras.	0	siclos.	superfície	"(b). ""e"	0	0	0	0
aumentar	noites	Resultados: Os resultados mostraram ausência de associação estatisticamente significativa entre a gravidade da lesão e o estado físico do DNA dos HPV 16 e 18. A superexpressão dos transcritos do RNAm E6/E7 e a carga viral dos HPV 16 e 18 aumentaram significativamente em função do grau da lesão.	Porque, passados ainda sete dias, farei chover sobre a terra quarenta dias e quarenta noites; e desfarei de sobre a face da terra toda a substância que fiz.	1	"""aumentar"""	aumentar.	"(a). ""result"	1	0	1	1
tecnologia	arrabaldes	desenvolver políticas públicas para a valorização da leitura na escola e em casa preparar corpo técnico e docente para utilizar novas técnicas de ensino baseada na tecnologia atual	Porque os levitas deixaram os seus arrabaldes, e a sua possessão, e vieram a Judá e a Jerusalém, porque Jeroboão e seus filhos os lançaram fora para que não ministrassem ao SENHOR.	0	arrabaldes	tecnologia	"(a). ""des"	0	0	1	0
abominações	dissipa	Porém vós guardareis os meus estatutos e os meus juízos, e nenhuma destas abominações fareis, nem o natural, nem o estrangeiro que peregrina entre vós;	Assentando-se o rei no trono do juízo, com os seus olhos dissipa todo o mal.	1	"the word ""abom"	dissipa.	"(a). ""p"	1	1	1	1
