word1	word2	sent1	sent2	Gold_Complexity	prompt1_answer	prompt5_answer	prompt7_answer	binary_answer1	binary_answer5	binary_answer7	mode_complexity
delegação	comitês	vitória está pronto – com o lateral-direito norberto e o zagueiro kanu integrados ao grupo, e sem o meia serginho, desligado na segunda-feira (18) quando a delegação chegou a belo horizonte – o jogador já atuou na competição pelo santos – o treinador vagner mancini levou os jogadores à cidade do galo, ct do atlético mineiro, em vespasiano, na tarde desta terça (19)	para graça, a implantação dos comitês estaduais é um clamor social das organizações, que visa travar o ódio e processo de intolerância religiosa que tem sido travado nos últimos dias	1	delegação	comitês.	"(a). ""v"	1	1	1	1
semanas	visualizar	exibido na madrugada desta segunda-feira, o programa apresentado por cabrini mostrou a rotina do parlamentar nas últimas duas semanas – incluindo o momento em que cunha dá um leve sorriso ao acompanhar pela televisão, em seu apartamento funcional em brasília, o desfecho do processo de impeachment da ex-presidente dilma rousseff, em 31 de agosto	foi quando conseguimos visualizar dois indivíduos, com as características descritas pelos denunciantes e realizamos a abordagem	1	"""visualizar"""	semanas	"(a). ""ex"	0	0	1	0
inclusão	responsabilidade	instituir a educação ambiental, a inclusão digital e programas de saúde de caráter preventivo, que farão parte da matriz curricular da rede municipal	os reparos vão despertar nos estudantes a responsabilidade pela preservação da escola	1	"""inclusão"""	responsabilidade	"(a). ""inst"	1	1	1	1
termo	observadores	— esta é a primeira vez que se alcançou um desenvolvimento a termo com a injeção de espermatozoides em embriões — diz perry, autor sênior de artigo que relata a experiência e seus resultados, publicado ontem no periódico científico nature communications	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	1	"""observadores"	observadores.	"(a). ""—"	0	1	1	1
desenvolvimento	tributação	efetivar a formação profissional, para atuar na formação técnica, na capacitação gerencial e desenvolvimento pessoal	a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual	1	desenvolviment	tributação	"(b). ""a"	1	1	0	1
troca	mecanismo	a demora para a realização da troca está relacionada à correção a um erro	a principal descoberta foi o chamado mecanismo de antikythera, um dispositivo do segundo século antes de cristo, que é às vezes chamado de o computador mais antigo do mundo	0	mecanismo.	mecanismo	"(b). ""a"	0	1	0	0
todo	comitês	origem – todo esse problema com as importações existe porque o mercosul é uma união aduaneira	para graça, a implantação dos comitês estaduais é um clamor social das organizações, que visa travar o ódio e processo de intolerância religiosa que tem sido travado nos últimos dias	0	comitês.	todo.	"(b). ""par"	0	0	0	0
consultas	destino	no caso de renúncia de um premier, a decisão final é sempre do presidente da república, que pode aceitar o pedido e iniciar consultas para formar um novo governo, dissolver o parlamento e convocar eleições ou até mesmo manter o premier para um gabinete de objetivo definido	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	0	consultas.	destino	sentence (a).	1	1	1	1
esforços	visualizar	diante de tal quadro, copasa e a administração pública de entre folhas não mediram esforços para que o problema fosse sanado, pelo menos provisoriamente	foi quando conseguimos visualizar dois indivíduos, com as características descritas pelos denunciantes e realizamos a abordagem	1	"""esforços"	esforços	"(a). ""d"	1	0	1	1
parceria	destino	por isso vamos firmar parcerias com os governos estadual e federal, com objetivo de colocar em prática no município, a médio e longo prazo, um programa de habitação social para alcançar as classes d e e, e vamos buscar parceiros para uma parceria público privada (ppp), com objetivo de estimular a construção de habitações de interesse social, com a participação do município na diminuição do valor, como por exemplo, com a doação de terrenos	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	1	parceria	destino	"(a). ""por"	1	1	1	1
solicitar	visualizar	o mec chegou a solicitar aos institutos federais os nomes dos ocupantes e disse que há relatos da presença de pessoas que não pertencem à comunidade dos locais ocupados	foi quando conseguimos visualizar dois indivíduos, com as características descritas pelos denunciantes e realizamos a abordagem	1	solicitar.	solicitar	"(a). ""o"	1	0	1	1
enquete	mecanismo	o filme em exibição será o nacional 'um namorado para minha mulher', e foi escolhido pelas próprias mães por meio de enquete no site da associação cinematerna - www	a principal descoberta foi o chamado mecanismo de antikythera, um dispositivo do segundo século antes de cristo, que é às vezes chamado de o computador mais antigo do mundo	0	"""enquete"""	mecanismo.	"(b) ""a"	1	1	1	1
juramento	galeria	de acordo com as investigações, alguns dos envolvidos chegaram a noticiar a realização do batismo ao estado islâmico, conhecido como bayat – juramento de fidelidade exigido pela organização terrorista para o acolhimento de novos membros	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	0	juramento.	galeria	"(a). ""de"	1	1	1	1
conformidade	mecanismo	garantir que o armazenamento de óleo combustível esteja em conformidade com as normas da abnt, bem como sua destinação respeite resolução do conama, com apresentação de relatório de diagnóstico em 30 dias	a principal descoberta foi o chamado mecanismo de antikythera, um dispositivo do segundo século antes de cristo, que é às vezes chamado de o computador mais antigo do mundo	0	"""conformidade"	mecanismo.	"(a). ""gar"	1	1	1	1
nacionalismo	tributação	este líder militar e político introduziu um nacionalismo exclusivista étnico, aos moldes dos estados nacionais europeus, sem paralelos na região	a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual	0	"""nacionalismo"	tributação	"(a). ""este"	1	1	1	1
capital	visualizar	"motociclista tentar realizar conversão e morre em avenida da capital"	foi quando conseguimos visualizar dois indivíduos, com as características descritas pelos denunciantes e realizamos a abordagem	1	visualizar	capital	"(b). ""f"	0	0	0	0
dezembro	destino	600, de 1º de dezembro de 2003, a qual institui o prêmio de incentivo aos servidores em efetivo exercício nas unidades assistenciais	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	0	destino	dezembro	"(b). ""pass"	0	0	0	0
ajuda	ofensa	ele ajuda a separar e distribuir, para que ele possa conhecer a realidade da onde vai trabalhar, porque é a comunidade que vai recebê-lo como profissional, ressalta a coordenadora acadêmica	o processo foi analisado na 2ª instância pela desembargadora khatia maria bomtempo de albuquerque, que concluiu que ficou caracterizada a situação de violação ao direito fundamental de ir e vir, ou seja, cárcere privado, e, consequentemente, ofensa ao patrimônio moral do trabalhador, que deverá receber compensação pecuniária	0	ofensa.	ajuda	"(b). ""o"	0	0	0	0
oligarquia	responsabilidade	a usurpação social em fhc era a que a legislação criada pela oligarquia dominante permitia, era a usurpação legal	os reparos vão despertar nos estudantes a responsabilidade pela preservação da escola	1	oligarquia	responsabilidade.	"(a). ""a"	1	1	1	1
festas	comitês	além de participar de várias competições, o coro realiza apresentações em eventos comemorativos como formaturas e festas de final de ano em itajaí e região	para graça, a implantação dos comitês estaduais é um clamor social das organizações, que visa travar o ódio e processo de intolerância religiosa que tem sido travado nos últimos dias	0	comitês.	festas.	"(b). ""p"	0	0	0	0
respeito	mecanismo	avança também na concretização das diretrizes, metas e ações previstas no anexo único deste mesmo plano, especialmente no que diz respeito a gestão cultural de atividades e espaços públicos através da celebração de contratos com instituições de direito privado sem fins lucrativos, observando a legislação vigente, e realização de programas que preparem as localidades para atividade turístico­-cultural por meio do desenvolvimento da infraestrutura, da consciência patrimonial e da formação de guias e de gestores	a principal descoberta foi o chamado mecanismo de antikythera, um dispositivo do segundo século antes de cristo, que é às vezes chamado de o computador mais antigo do mundo	0	respeito.	respeito	"(a). ""avan"	1	0	1	1
interesse	mecanismo	a comida de rua dá um valor a cidade que tem um interesse turístico,	a principal descoberta foi o chamado mecanismo de antikythera, um dispositivo do segundo século antes de cristo, que é às vezes chamado de o computador mais antigo do mundo	0	interesse.	"""interesse"	"(b). ""a"	1	0	0	0
apresentação	ofensa	os advogados e aliados de cunha querem que o plenário da câmara vote um projeto de resolução, com possibilidade de apresentação de destaques, o que poderia contribuir para a proposição de uma pena mais branda ao peemedebista	o processo foi analisado na 2ª instância pela desembargadora khatia maria bomtempo de albuquerque, que concluiu que ficou caracterizada a situação de violação ao direito fundamental de ir e vir, ou seja, cárcere privado, e, consequentemente, ofensa ao patrimônio moral do trabalhador, que deverá receber compensação pecuniária	0	"""apresentaç"	apresentação	"(b). ""o"	1	0	0	0
insistência	destino	a insistência com a aplicação de sanções políticas, nomeadamente a exigência de certidões negativas para contratação com o setor público e a participação em procedimentos licitatórios, é repudiada tanto por decisões do stf, quanto pelo senso comum, pois somente a própria atividade econômica do devedor seria capaz de propiciar recursos para saldar sua dívida	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	1	"""insistênc"	destino.	"(a). ""a"	1	1	1	1
programa	visualizar	é preciso fazer com o que os municípios sejam acolhidos de forma mais eficaz,  mas também sejam parceiros na atenção básica, que é o atendimento feito pela programa saúde da família, explica	foi quando conseguimos visualizar dois indivíduos, com as características descritas pelos denunciantes e realizamos a abordagem	0	visualizar	programa	"(a). ""é"	0	0	1	0
volatilidade	autoridades	em coletiva de imprensa sobre as ações prioritárias do bc no curto, médio e longo prazo, ele afirmou ainda que a autoridade monetária quer revisar o relacionamento com o tesouro para diminuir a volatilidade dos fluxos	a ideia é fazer os jovens questionarem, entenderem, encontrarem soluções e apresentá-las a autoridades no final do ano	1	"""volatilid"	autoridades.	"(a). ""em"	1	1	1	1
falta	comitês	o tratamento teria sido interrompido há três anos, por falta de vaga no hospital pronto atendimento psiquiátrico (hpap), onde era atendida	para graça, a implantação dos comitês estaduais é um clamor social das organizações, que visa travar o ódio e processo de intolerância religiosa que tem sido travado nos últimos dias	0	comitês 	falta	"(b). ""p"	0	0	0	0
boicote	galeria	em reunião ministerial, o premier netanyahu anunciou eufórico a derrota do movimento de boicote a israel (bds), graças aos maciços esforços de sua diplomacia e políticos amigos na europa e nos eua	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	1	"""boicote"""	galeria	"(a). ""em"	1	1	1	1
facto	comitês	facto com relevo na sondagem é o resultado dos que admitem vir a perder economicamente com a saída da grã-bretanha da união europeia	para graça, a implantação dos comitês estaduais é um clamor social das organizações, que visa travar o ódio e processo de intolerância religiosa que tem sido travado nos últimos dias	1	comitês.	comitês.	"(b). ""par"	0	1	0	0
arrependimento	responsabilidade	lá, os muçulmanos passam o dia em profunda oração, muitos chorando abertamente em um momento de arrependimento e pedindo perdão a alá	os reparos vão despertar nos estudantes a responsabilidade pela preservação da escola	1	arrependimento	responsabilidade.	"(a). ""l"	1	1	1	1
semanas	mecanismo	exibido na madrugada desta segunda-feira, o programa apresentado por cabrini mostrou a rotina do parlamentar nas últimas duas semanas – incluindo o momento em que cunha dá um leve sorriso ao acompanhar pela televisão, em seu apartamento funcional em brasília, o desfecho do processo de impeachment da ex-presidente dilma rousseff, em 31 de agosto	a principal descoberta foi o chamado mecanismo de antikythera, um dispositivo do segundo século antes de cristo, que é às vezes chamado de o computador mais antigo do mundo	0	"""mecanismo"	semanas	"(a). ""ex"	0	0	1	0
problemas	galeria	cabe ao sindicato negociar coletivamente, intervir legalmente em ações judiciais e participar da elaboração da legislação laboral, tratando dos problemas coletivos que surgem decorrentes do exercício da profissão e se preocupa também com a condição social do trabalhador enquanto cidadão	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	0	problemas.	problemas.	"(a). ""c"	1	0	1	1
financiamento	tributação	durante o curso de qualificação de dirigentes sindicais em araxá, o presidente do sinplalto e secretário geral interestadual da fesempre, hely aires, falou sobre o polêmico projeto que tramita no congresso nacional e que trata do financiamento da atividade sindical	a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual	1	tributação	financiamento	"(a). ""d"	0	0	1	0
inserção	galeria	o governo federal também está investindo na inserção de ações prioritárias de saúde no conjunto de critérios para a comprovação da prestação de serviços ao sus para certificar as entidades beneficentes	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	1	inserção.	galeria.	"(a). ""o"	1	1	1	1
deterioração	tributação	a rentabilidade do sistema bancário reduziu-se, influenciada pela deterioração da qualidade do crédito e o consequente aumento das despesas com provisões	a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual	1	deteriora	tributação	"(a). ""a"	1	1	1	1
medina	observadores	tanto é que agora conquistou o certificado do sistema de inspeção municipal, entregue na última sexta,9, pelo secretário de agricultura, liberato bochi e pela veterinária patrícia medina aos empresários rita e adair bazana	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	0	"""observadores"	observadores	"(a). ""t"	0	1	1	1
propósito	observadores	o aprendizado de um novo idioma só faz sentido quando o aluno consegue ver o propósito de seu uso	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	0	"""propósito"	observadores.	"(b). ""de"	1	1	0	1
iniciativas	destino	desenvolver iniciativas para atrair a família à escola, cedendo às comunidades seus equipamentos nos finais de semana	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	0	iniciativas.	destino.	"(b). ""pass"	1	1	0	1
deficiências	mecanismo	contratar profissionais especializados nas clinicas de maior demanda montagem de serviço de atendimento domiciliar para pessoas idosas, portadoras de deficiências e necessidades especiais criar samu	a principal descoberta foi o chamado mecanismo de antikythera, um dispositivo do segundo século antes de cristo, que é às vezes chamado de o computador mais antigo do mundo	1	deficiênci	mecanismo.	"(a). ""cont"	1	1	1	1
enquete	destino	o filme em exibição será o nacional 'um namorado para minha mulher', e foi escolhido pelas próprias mães por meio de enquete no site da associação cinematerna - www	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	0	enquete is more	destino	"(b). ""pass"	1	1	0	1
embalar	responsabilidade	uma playlist foi montada através de sugestões do público pelo facebook e instagram para embalar as atividades	os reparos vão despertar nos estudantes a responsabilidade pela preservação da escola	1	responsabilidade.	responsabilidade.	"(b). ""os"	0	1	0	0
contribuição	autoridades	dez já estão disponíveis para contribuição da sociedade civil e a expectativa é que outros dois entrem em consulta pública em outubro	a ideia é fazer os jovens questionarem, entenderem, encontrarem soluções e apresentá-las a autoridades no final do ano	0	"""contribuiç"	autoridades	"(a). ""de"	1	1	1	1
lodo	ofensa	as que sobrevivem à umidade estão cobertas de folhas mortas e lodo	o processo foi analisado na 2ª instância pela desembargadora khatia maria bomtempo de albuquerque, que concluiu que ficou caracterizada a situação de violação ao direito fundamental de ir e vir, ou seja, cárcere privado, e, consequentemente, ofensa ao patrimônio moral do trabalhador, que deverá receber compensação pecuniária	1	ofensa.	ofensa	"(b). ""o"	0	1	0	0
programa	mecanismo	é preciso fazer com o que os municípios sejam acolhidos de forma mais eficaz,  mas também sejam parceiros na atenção básica, que é o atendimento feito pela programa saúde da família, explica	a principal descoberta foi o chamado mecanismo de antikythera, um dispositivo do segundo século antes de cristo, que é às vezes chamado de o computador mais antigo do mundo	0	mecanismo	programa	"(a). ""é"	0	0	1	0
continuação	responsabilidade	na marcha para a europa, os manifestantes exigem uma pausa no processo do brexit e uma continuação de laços culturais e econômicos estreitos com a europa	os reparos vão despertar nos estudantes a responsabilidade pela preservação da escola	1	responsabilidade.	responsabilidade.	"(a). ""na"	0	1	1	1
aproximação	destino	em nota, a fenaban disse que a rodada agendada para hoje é uma nova reunião exploratória, na qual as partes discutirão as possibilidades a serem avaliadas para um acordo, a partir da aproximação entre as propostas já apresentadas	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	0	"""aproxima"	destino.	"(a). ""em"	1	1	1	1
emissão	tributação	ele afirma que ainda precisa ser feita a regulamentação das taxas para emissão do selo de inspeção e a definição de valores, além da contratação de alguns profissionais	a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual	1	tributação	tributação	"(a). ""ele"	0	1	1	1
eleição	responsabilidade	na pauta das assembleias de acionistas, marcadas para 8 de setembro, está a destituição de membros do conselho de administração ligados à pharol e a eleição dos indicados de tanure	os reparos vão despertar nos estudantes a responsabilidade pela preservação da escola	0	"the word ""responsabil"	responsabilidade	"(a). ""na"	1	1	1	1
diversidade	destino	363, de janeiro deste ano, em especial na preservação e promoção do patrimônio histórico e artístico, valorização e difusão da diversidade étnica e cultural mato-grossense, e democratização do acesso a sociedade mato-grossense a cultura	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	1	diversidade.	destino	"(a). ""363"	1	1	1	1
parâmetro	responsabilidade	júlio silva: sem dúvida alguma é preciso estancar a corrupção em vilhena e estabelecer um novo parâmetro na aplicação dos recursos públicos nas mais diversas áreas sob responsabilidade da administração municipal	os reparos vão despertar nos estudantes a responsabilidade pela preservação da escola	1	"""parâmetro"	responsabilidade.	"(a) """	1	1	1	1
colega	galeria	sua colega de curso, a estudante daiara correia portela, explica que a participação dos estudantes é muito importante	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	0	colega.	colega.	"(b). ""na"	1	0	0	0
elite	galeria	ao todo serão 90 touros, superiores e elite da prova de ganho de peso (pgp) da nelore-mt com avaliação genética triplamente provada	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	1	elite.	galeria.	"(a). ""ao"	1	1	1	1
financiamento	observadores	durante o curso de qualificação de dirigentes sindicais em araxá, o presidente do sinplalto e secretário geral interestadual da fesempre, hely aires, falou sobre o polêmico projeto que tramita no congresso nacional e que trata do financiamento da atividade sindical	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	1	financiamento	observadores	"(a). ""dur"	1	1	1	1
estrada	destino	a estrada é uma pequena amostra do desleixo do poder público com um lugar outrora tão bonito e acolhedor	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	0	estrada.	destino	"(b). ""pass"	1	1	0	1
avaliação	comitês	planejamento com metas pré-determinadas e avaliação trimestral	para graça, a implantação dos comitês estaduais é um clamor social das organizações, que visa travar o ódio e processo de intolerância religiosa que tem sido travado nos últimos dias	0	avaliação	avaliação	"(b). ""par"	1	0	0	0
sessão	destino	"das agênciasa poucas horas da sessão que deve traçar o futuro político do deputado afastado eduardo cunha (pmdb-rj), adversários do peemedebista, que já estão em brasília, estão confiantes na presença de mais de 400 deputados em plenário e na cassação de seu mandato"	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	0	"""destino"" is"	destino.	"(b). ""pass"	0	1	0	0
enviados	mecanismo	durante toda a sua fala, o presidente defendeu a proposta nos moldes enviados pelo executivo	a principal descoberta foi o chamado mecanismo de antikythera, um dispositivo do segundo século antes de cristo, que é às vezes chamado de o computador mais antigo do mundo	0	enviados.	mecanismo	"(b). ""a"	1	1	0	1
nacionalismo	mecanismo	este líder militar e político introduziu um nacionalismo exclusivista étnico, aos moldes dos estados nacionais europeus, sem paralelos na região	a principal descoberta foi o chamado mecanismo de antikythera, um dispositivo do segundo século antes de cristo, que é às vezes chamado de o computador mais antigo do mundo	0	nacionalismo.	mecanismo.	"(a). ""e"	1	1	1	1
hidrovia	mecanismo	entre eles, destaca-se a construção da hidrovia teles pires-juruena-tapajós, que é voltada para o escoamento de commodities e surge do interesse do setor do agronegócio de encurtar as rotas logísticas existentes nesse processo e, assim, reduzir os seus custos, informa daniela alarcon à ihu on-line, na entrevista a seguir, concedida por telefone	a principal descoberta foi o chamado mecanismo de antikythera, um dispositivo do segundo século antes de cristo, que é às vezes chamado de o computador mais antigo do mundo	1	"""hidrovia"	"""mecanismo"	"(a). ""ent"	1	1	1	1
euro	comitês	o dinheiro para recapitalizar o banco virá de um fundo de 20 mil milhões criado recentemente para apoiar o sistema bancário daquela que é a terceira economia da zona euro	para graça, a implantação dos comitês estaduais é um clamor social das organizações, que visa travar o ódio e processo de intolerância religiosa que tem sido travado nos últimos dias	0	"""comitês"	euro	"(a). ""o"	0	0	1	0
instrumentos	responsabilidade	a lei, cujo projeto será discutido na audiência, pretende regulamentar instrumentos para que o proprietário do solo urbano não edificado, subutilizado ou não utilizado promova o seu adequado aproveitamento	os reparos vão despertar nos estudantes a responsabilidade pela preservação da escola	1	responsabilidade.	responsabilidade	"(a). ""a"	0	1	1	1
processos	tributação	por último, mas não menos importante, o controle dos processos de separação, expedição e entrega da mercadoria deve estar no escopo de ações para redução de fraudes e desvios de mercadoria no comércio eletrônico	a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual	0	"""tributaç"	tributação	"(a). ""por"	1	1	1	1
adesão	tributação	organizada pela frente povo sem medo e pela frente brasil popular, mas com adesão de diversos grupos, a manifestação saiu da avenida paulista, às 17h30 e seguiu em passeata até o parque do ibirapuera, onde chegou às 19h30	a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual	1	"""tributaç"	tributação	"(b). ""a"	1	1	0	1
mandato	ofensa	a expectativa é com relação à presença de parlamentares suficientes para ter quórum e os votos necessários para cassar o mandato de cunha, que não terá direito a voto	o processo foi analisado na 2ª instância pela desembargadora khatia maria bomtempo de albuquerque, que concluiu que ficou caracterizada a situação de violação ao direito fundamental de ir e vir, ou seja, cárcere privado, e, consequentemente, ofensa ao patrimônio moral do trabalhador, que deverá receber compensação pecuniária	1	mandato.	ofensa	"(b). ""o"	1	1	0	1
nacionais	tributação	o objetivo deste trabalho foi levantar uma reflexão da falta de discussão de ética nos planos nacionais de educação, disse a professora aparecida pacheco	a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual	0	tributação	tributação	"(b). ""a"	0	1	0	0
eleição	tributação	outro ponto que chama a atenção em alguns casos dessa nossa maneira de pensar e fazer política é como os adeptos de determinado grupo, partido ou liderança passam a agir nesse período de eleição	a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual	1	eleição	eleição.	"(a). ""out"	1	0	1	1
famílias	comitês	muitas famílias foram ao evento nesse final de semana e os 365 piquetes estavam constantemente lotados, com muito churrasco	para graça, a implantação dos comitês estaduais é um clamor social das organizações, que visa travar o ódio e processo de intolerância religiosa que tem sido travado nos últimos dias	0	comitês	famílias.	"(b). ""p"	0	0	0	0
deterioração	mecanismo	a rentabilidade do sistema bancário reduziu-se, influenciada pela deterioração da qualidade do crédito e o consequente aumento das despesas com provisões	a principal descoberta foi o chamado mecanismo de antikythera, um dispositivo do segundo século antes de cristo, que é às vezes chamado de o computador mais antigo do mundo	1	"""deteriora"	mecanismo	"(a). ""a"	1	1	1	1
observadores	comitês	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	para graça, a implantação dos comitês estaduais é um clamor social das organizações, que visa travar o ódio e processo de intolerância religiosa que tem sido travado nos últimos dias	0	"""observad"	comitês	"(b). ""p"	1	1	0	1
comentários	destino	às vezes, no entanto, os comentários em suas publicações podem ser indelicados, disse systrom	passar um dia no monte arafat é uma das etapas mais importantes da peregrinação anual –  conhecida como hajj – de cinco dias que tem como destino a cidade de meca, na qual todos os muçulmanos fisicamente aptos precisam realizar pelo menos uma vez	0	"""destino"" is"	destino	"(b). ""pass"	0	1	0	0
iniciativas	tributação	é algo que foi com o tempo, sendo autorizados de forma até informal, mas existem iniciativas de outros municípios, até a situação de quiosques em praia, é isso	a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual	1	"""tributaç"	iniciativas	"(a). ""é"	1	0	1	1
galeria	comitês	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	para graça, a implantação dos comitês estaduais é um clamor social das organizações, que visa travar o ódio e processo de intolerância religiosa que tem sido travado nos últimos dias	0	comitês.	galeria	"(b). ""p"	0	0	0	0
oligarquia	observadores	a usurpação social em fhc era a que a legislação criada pela oligarquia dominante permitia, era a usurpação legal	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	1	oligarquia	observadores.	"(a). ""a"	1	1	1	1
procedimentos	tributação	ampliar a resolutividade das ações e procedimentos do ceo	a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual	1	tributação	tributação	"(b). ""a"	0	1	0	0
chão	tributação	com os pés no chão e sem imitar os incendiários que colocam as mãos também, o novo presidente do tribunal de justiça, rui ramos, dono de uma serenidade impressionante, ao assumir a chefia do poder judiciário, cobrou cautela com as delações premiadas e prudência com os possíveis exageros	a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual	0	tributação	chão.	"(a) ""com"	0	0	1	0
consultas	comitês	dinamizar o agendamento de consultas e exames laboratoriais	para graça, a implantação dos comitês estaduais é um clamor social das organizações, que visa travar o ódio e processo de intolerância religiosa que tem sido travado nos últimos dias	0	comitês.	comitês	"(b) ""par"	0	1	1	1
motoristas	galeria	após denúncias, policiais cívis abordaram todos os funcionários nos caminhões de lixo e constataram que todos os motoristas eram servidores da semosp	na sala de inverno, espaço que teve como inspiração a cidade de curitiba (pr), as obras de arte são da galeria zilda fraletti	0	motoristas.	galeria.	"(a). ""ap"	1	1	1	1
consultas	tributação	dinamizar o agendamento de consultas e exames laboratoriais	a excessiva tributação sobre heranças encerra, também, controvérsias de natureza conceitual	0	tributação	tributação	"(b). "" a"	0	1	0	0
segurança	mecanismo	as reivindicações feitas são relacionadas aos salários e também a questões estruturais, como o combate às metas abusivas e ao assédio moral, fim das demissões abusivas, ampliação das contratações, combate às terceirizações e à precarização das condições de trabalho, além de mais segurança nas agências e oferecimento de auxílio educação	a principal descoberta foi o chamado mecanismo de antikythera, um dispositivo do segundo século antes de cristo, que é às vezes chamado de o computador mais antigo do mundo	0	it depends on the individual	segurança.	"(a). ""as"	1	0	1	1
procedimentos	observadores	ampliar a resolutividade das ações e procedimentos do ceo	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	1	procedimentos	observadores.	"(a). ""am"	1	1	1	1
sustentabilidade	observadores	até o próximo sábado (17), a estácio promove ainda a 4ª semana de sustentabilidade e responsabilidade social, com mais de 150 atividades gratuitas para a população em 22 estados e no distrito federal	de acordo com a nasa, os observadores que tiverem sorte poderão ver a passagem dos meteoros em seus momentos de chuva mais intensa	1	"""sustentabil"	"observadores.
"	"(a). ""at"	1	1	1	1
metodologia	mecanismo	além disso, ainda disponibiliza mapa para visualização do desmatamento e focos de calor nos estados, informações sobre a metodologia de construção dos indicadores, cálculo de efetividade, além de uma série de documentos e links com informações relevantes sobre as políticas de controle do desmatamento e iniciativas de monitoramento de políticas públicas	a principal descoberta foi o chamado mecanismo de antikythera, um dispositivo do segundo século antes de cristo, que é às vezes chamado de o computador mais antigo do mundo	1	metodologia	mecanismo	"(a). ""al"	1	1	1	1
