Id	Genre	Sentence	ComplexWord	Gold_Complexity	prompt1_pred	prompt2_pred	prompt3_pred	prompt4_pred	avg_pred1_2	avg_pred3_4
505	bible	Porque assim diz o SENHOR: Cantai sobre Jacó com alegria, e exultai por causa do chefe das nações; proclamai, cantai louvores, e dizei: Salva, SENHOR, ao teu povo, o restante de Israel.	alegria	0.09	0.5	0.5	0.5	0.5	0.5	0.5
506	news	vitória está pronto – com o lateral-direito norberto e o zagueiro kanu integrados ao grupo, e sem o meia serginho, desligado na segunda-feira (18) quando a delegação chegou a belo horizonte – o jogador já atuou na competição pelo santos – o treinador vagner mancini levou os jogadores à cidade do galo, ct do atlético mineiro, em vespasiano, na tarde desta terça (19)	delegação	0.26	0.5	0.25	0.11	0.5	0.38	0.31
507	bible	A mãe de Sísera olhava pela janela, e exclamava pela grade: Por que tarda em vir o seu carro? Por que se demoram os ruídos dos seus carros?	ruídos	0.17	0.5	0.5	0.5	0.5	0.5	0.5
508	bible	Jesus respondeu-lhes, e disse: Na verdade, na verdade vos digo que me buscais, não pelos sinais que vistes, mas porque comestes do pão e vos saciastes.	sinais	0.17	0.5	0.5	0.5	0.5	0.5	0.5
509	news	a preocupação com sustentabilidade vem crescendo em todos os setores e os investidores estarão cada vez mais atentos a isso, afirma luciane	sustentabilidade	0.28	0.5	0.5	0.5	0.5	0.5	0.5
510	biomed	estudo transversal, retrospectivo, de mulheres com câncer mamário operadas no Instituto do Câncer do Ceará, entre os anos de 2002 e 2012 e submetidas à biópsia de linfonodo sentinela.	Câncer	0.15	0.5	0.5	0.5	0.5	0.5	0.5
511	biomed	Conclusão: As variantes anatómicas associadas à divisão alta do nervo isquiático devem sempre ser tidas em consideração porserem relativamente comuns e terem importantes implicações clínicas, nomeadamente nas áreas de Anestesiologia, Neurologia, Medicina do Desporto e Cirurgia.	variante	0.24	0.5	0.5	0.5	0.5	0.5	0.5
512	bible	Então Abigail se apressou, e tomou duzentos pães, e dois odres de vinho, e cinco ovelhas guisadas, e cinco medidas de trigo tostado, e cem cachos de passas, e duzentas pastas de figos passados, e os pós sobre jumentos.	figos	0.24	0.5	0.5	0.5	0.5	0.5	0.5
513	bible	Então Acabe convocou todos os filhos de Israel; e reuniu os profetas no monte Carmelo.	monte	0.1	0.5	0.5	0.5	0.5	0.5	0.5
514	bible	E, em toda diferença que vier a vós de vossos irmãos que habitam nas suas cidades, entre sangue e sangue, entre lei e mandamento, entre estatutos e juízos, admoestai-os que se não façam culpados para com o SENHOR, e não venha grande ira sobre vós e sobre vossos irmãos; fazei assim e não vos fareis culpados.	diferença	0.14	0.5	0.5	0.5	0.5	0.5	0.5
515	bible	O SENHOR dos Exércitos os amparará; eles devorarão, depois que os tiverem sujeitado, as pedras da funda; também beberão e farão barulho como excitados pelo vinho; e encher-se-ão como bacias de sacrifício, como os cantos do altar.	barulho	0.05	0.5	0.5	0.5	0.5	0.5	0.5
516	bible	Então Abigail se apressou, e tomou duzentos pães, e dois odres de vinho, e cinco ovelhas guisadas, e cinco medidas de trigo tostado, e cem cachos de passas, e duzentas pastas de figos passados, e os pós sobre jumentos.	figos	0.26	0.5	0.5	0.5	0.5	0.5	0.5
517	bible	Disse-lhes também: Qual de vós terá um amigo, e, se for procurá-lo à meia-noite, e lhe disser: Amigo, empresta-me três pães,	amigo	0.06	0.5	0.5	0.5	0.5	0.5	0.5
518	news	o objetivo é aprovar o acordo de paz elaborado pelas equipes de negociadores das farc e do governo em havana	negociadores	0.2	0.5	0.5	0.5	0.5	0.5	0.5
519	biomed	A escassez, em Portugal, de instrumentos específicos para a avaliação do desempenho de crianças utilizadoras de implantes cocleares motivou o trabalho de tradução e de adaptação da bateria de testes EARS (Evaluation of Auditory Responses to Speech) para o português europeu.	implantes	0.16	0.5	0.5	0.5	0.5	0.5	0.5
520	news	portanto, estamos na iminência de perder esse legado que é a participação popular, disse a professora à ebc	iminência	0.3	0.5	0.5	0.5	0.5	0.5	0.5
521	bible	Falando disto, como em todas as suas epístolas, entre as quais há pontos difíceis de entender, que os indoutos e inconstantes torcem, e igualmente as outras Escrituras, para sua própria perdição.	perdição	0.2	0.5	0.5	0.5	0.5	0.5	0.5
522	biomed	Resultados: Este estudo revelou que a frequência bruta da infecção por Citomegalovírus no cólo do útero foi de 18,9% em todas as amostras e 36,5% em mulheres HPV positivas.	mulheres	0.05	0.5	0.5	0.5	0.5	0.5	0.5
523	biomed	Ao combinar novos métodos de investigação, apresentamos uma abordagem completa deste complexo, com objetivo de auxiliar a compreensão de sua função em cérebros controles e acometidos por doenças.	cérebros	0.24	0.5	0.5	0.5	0.5	0.5	0.5
524	biomed	O objectivo deste estudo é clarificar o papel da aterosclerose carotídea e outros factores de risco vascular no desenvolvimento das hipodensidades da substância branca de provável etiologia vascular.	densidades	0.15	0.5	0.5	0.5	0.5	0.5	0.5
525	biomed	Este artigo de atualização tem como objetivo apresentar diversas possibilidades atuais da artroscopia de quadril.	possibilidades	0.1	0.5	0.5	0.5	0.5	0.5	0.5
526	bible	Então aspergirei água pura sobre vós, e ficareis purificados; de todas as vossas imundícias e de todos os vossos ídolos vos purificarei.	imundícias	0.33	0.5	0.5	0.5	0.5	0.5	0.5
527	bible	Partos e medos, elamitas e os que habitam na Mesopotámia, Judéia, Capadócia, Ponto e Ásia,	Mesopotámia	0.14	0.5	0.5	0.5	0.5	0.5	0.5
528	bible	Efraim será para assolação no dia do castigo; entre as tribos de Israel manifestei o que está certo.	castigo	0.12	0.5	0.5	0.5	0.5	0.5	0.5
529	bible	Guarda-te, que não te esqueças do SENHOR, que te tirou da terra do Egito, da casa da servidão.	Egito	0.05	0.5	0.5	0.5	0.5	0.5	0.5
530	news	as tvs de tela plana, com fabricação mais antiga, podem vir com o conversor digital integrado e, com isso, é necessário apenas comprar uma antena digital para receber imagens com maior qualidade, em resolução hd	conversor	0.23	0.5	0.25	0.11	0.5	0.38	0.31
531	bible	Bendizei, povos, ao nosso Deus, e fazei ouvir a voz do seu louvor,	louvor	0.09	0.5	0.5	0.5	0.5	0.5	0.5
532	biomed	O PRISM III teve melhor calibração do que o PELOD para prognóstico dos pacientes, apesar da elevada frequência da síndrome de falência de múltiplos órgãos.	LOD	0.69	0.5	0.5	0.5	0.5	0.5	0.5
533	news	você poderá ter o prazer de tomar um coquetel sem danificar seu fígado e coração	prazer	0.12	0.5	0.5	0.5	0.5	0.5	0.5
534	news	de acordo com o jornal la repubblica, as casas em roma tremeram por cerca de 20 segundos	casas	0.07	0.5	0.5	0.5	0.44	0.5	0.47
535	bible	E lhes farei comer a carne de seus filhos e a carne de suas filhas, e comerá cada um a carne do seu amigo, no cerco e no aperto em que os apertarão os seus inimigos, e os que buscam a vida deles.	inimigos	0.11	0.5	0.5	0.5	0.5	0.5	0.5
536	bible	E não vi a nenhum outro dos apóstolos, senão a Tiago, irmão do Senhor.	tiago	0.1	0.5	0.5	0.5	0.5	0.5	0.5
537	bible	Não te lembres das nossas iniqüidades passadas; venham ao nosso encontro depressa as tuas misericórdias, pois já estamos muito abatidos.	iniqüidades	0.47	0.5	0.5	0.5	0.5	0.5	0.5
538	news	origem – todo esse problema com as importações existe porque o mercosul é uma união aduaneira	todo	0.08	0.5	0.25	0.11	0.5	0.38	0.31
539	biomed	O tempo de planejamento foi menor quando o aplicativo foi usado (39% do tempo gasto pela forma manual).	aplicativo	0.14	0.5	0.5	0.5	0.5	0.5	0.5
540	news	ele também presidiu a sessão da casa, em 17 de abril, que autorizou a ida do processo para o senado e que destitui dilma provisoriamente	sessão	0.24	0.5	0.5	0.5	0.5	0.5	0.5
541	bible	Também de umidade carrega as grossas nuvens, e esparge as nuvens com a sua luz.	nuvens	0.05	0.5	0.5	0.5	0.5	0.5	0.5
542	news	segundo o religioso, haverá a criação de um dia específico de orações pelas vítimas de abusos, a criação de um documento guia sobre o tema para as conferências episcopais e a publicação de um site da comissão	criação	0.14	0.5	0.0	0.0	0.5	0.25	0.25
543	bible	Por causa do teu furor contra mim, e porque a tua arrogância subiu até aos meus ouvidos, portanto porei o meu anzol no teu nariz e o meu freio nos teus lábios, e te farei voltar pelo caminho por onde vieste.	lábios	0.08	0.5	0.5	0.5	0.5	0.5	0.5
544	bible	Nasce o sol e logo se acolhem, e se deitam nos seus covis.	covis	0.41	0.5	0.5	0.5	0.5	0.5	0.5
545	biomed	Este estudo teve como principal objetivo avaliar os fatores sociodemográficos e comportamentos associados à aquisição de infeções sexualmente transmissíveis e o conhecimento sobre infeção por Chlamydia trachomatis em estudantes estrangeiros em intercâmbio universitário em Portugal.	intercâmbio	0.2	0.5	0.5	0.5	0.5	0.5	0.5
546	biomed	Objetivo: Avaliar retrospetivamente doentes com diagnóstico de espondilodiscite tuberculosa operados num período de 15 anos(1996 a 2011); avaliar opções cirúrgicas tomadas e respetivos resultados relativamente à resolução da infeção, controlo da deformidade e evolução da lesão neurológica.	resolução	0.31	0.5	0.5	0.5	0.5	0.5	0.5
547	news	as organizações terroristas se valiam das facilidades de transferência de dinheiro para financiar grupos em vários lugares do mundo	organizações	0.15	0.5	0.75	0.33	0.5	0.62	0.42
548	bible	Ninguém deita remendo de pano novo em roupa velha, porque semelhante remendo rompe a roupa, e faz-se maior a rotura.	pano	0.07	0.5	0.5	0.5	0.5	0.5	0.5
549	news	ele também comentou a proposta do vereador elias vaz (psb), aprovada em primeira votação na câmara municipal, que estabelece prazo máximo para marcação de consultas e exames no sus	marcação	0.19	0.5	0.5	0.5	0.5	0.5	0.5
550	bible	O sacrifício dos ímpios é abominável ao SENHOR, mas a oração dos retos é o seu contentamento.	retos	0.25	0.5	0.5	0.5	0.5	0.5	0.5
551	bible	E qualquer coisa que lhe pedirmos, dele a receberemos, porque guardamos os seus mandamentos, e fazemos o que é agradável à sua vista.	vista	0.12	0.5	0.5	0.5	0.5	0.5	0.5
552	news	os advogados e aliados de cunha querem que o plenário da câmara vote um projeto de resolução, com possibilidade de apresentação de destaques, o que poderia contribuir para a proposição de uma pena mais branda ao peemedebista	apresentação	0.07	0.5	0.5	0.5	0.5	0.5	0.5
553	bible	Respondeu, porém, Aquis, e disse a Davi: Bem o sei; e que na verdade aos meus olhos és bom como um anjo de Deus; porém disseram os príncipes dos filisteus: Não suba este conosco à batalha.	filisteus	0.36	0.5	0.5	0.5	0.5	0.5	0.5
554	bible	E os contaminei em seus próprios dons, nos quais faziam passar pelo fogo tudo o que abre a madre; para assolá-los para que soubessem que eu sou o SENHOR.	dons	0.26	0.5	0.5	0.5	0.5	0.5	0.5
555	bible	Então aquele homem trará a sua mulher perante o sacerdote, e juntamente trará a sua oferta por ela; uma décima de efa de farinha de cevada, sobre a qual não deitará azeite, nem sobre ela porá incenso, porquanto é oferta de alimentos por ciúmes, oferta memorativa, que traz a iniqüidade em memória.	incenso	0.11	0.5	0.5	0.5	0.5	0.5	0.5
556	biomed	Das 18 categorias dos Fatores Ambientais, a descrita na maior parte dos relatórios como Barreira foi a atitudes individuais de conhecidos, pares, colegas, vizinhos e membros da comunidade.	colegas	0.11	0.5	0.5	0.5	0.5	0.5	0.5
557	bible	Seca-se a erva, e cai a flor, porém a palavra de nosso Deus subsiste eternamente.	flor	0.12	0.5	0.5	0.5	0.5	0.5	0.5
558	bible	Portanto, assim diz o Senhor DEUS: Vivo eu, que o meu juramento, que desprezou, e a minha aliança, que quebrou, isto farei recair sobre a sua cabeça.	aliança	0.17	0.5	0.5	0.5	0.5	0.5	0.5
559	news	questionado sobre os documentos da criança o condutor que é funcionário do avós da mesma em uma propriedade rural confessou ter pego a menina sem autorização da família que é da cidade de xambre, no paraná	autorização	0.1	0.5	0.5	0.5	0.0	0.5	0.25
560	bible	Derrama a tua indignação sobre os gentios que não te conhecem, e sobre as gerações que não invocam o teu nome; porque devoraram a Jacó, e devoraram-no e consumiram-no, e assolaram a sua morada.	morada	0.15	0.5	0.5	0.5	0.5	0.5	0.5
561	bible	A vara e a repreensão dão sabedoria, mas a criança entregue a si mesma, envergonha a sua mãe.	sabedoria	0.15	0.5	0.5	0.5	0.5	0.5	0.5
562	news	vejo com restrição a questão da guarda patrimonial, vai deixar o sujeito lá, desarmado, eu afasto essa questão, porque não vejo muita utilidade	utilidade	0.16	0.5	0.25	0.11	0.5	0.38	0.31
563	news	será permitido que quatro senadores façam o encaminhamento da votação, sendo dois favoráveis ao libelo acusatório e dois contrários	encaminhamento	0.19	0.5	0.5	0.5	0.5	0.5	0.5
564	bible	Produzi, pois, frutos dignos de arrependimento, e não comeceis a dizer em vós mesmos: Temos Abraão por pai; porque eu vos digo que até destas pedras pode Deus suscitar filhos a Abraão.	pedras	0.1	0.5	0.5	0.5	0.5	0.5	0.5
565	bible	Porque este dia é o dia do Senhor DEUS dos Exércitos, dia de vingança para ele se vingar dos seus adversários; e a espada devorará, e fartar-se-á, e embriagar-se-á com o sangue deles; porque o Senhor DEUS dos Exércitos tem um sacrifício na terra do norte, junto ao rio Eufrates.	espada	0.1	0.5	0.5	0.5	0.5	0.5	0.5
566	bible	E o altar terá doze côvados de comprimento, e doze de largura, quadrado nos quatro lados.	terá	0.3	0.5	0.5	0.5	0.5	0.5	0.5
567	bible	Eis que eu, Paulo, vos digo que, se vos deixardes circuncidar, Cristo de nada vos aproveitará.	circuncidar	0.37	0.5	0.5	0.5	0.5	0.5	0.5
568	news	de acordo com o jurista, o protagonismo da justiça do trabalho é importante para o país sair da crise e para isso, é preciso harmonizar as relações de trabalho e equilibrar o entendimento entre capital e trabalho	relações	0.16	0.5	0.5	0.5	0.0	0.5	0.25
569	biomed	O questionário foi distribuído aos profissionais de saúde a trabalhar em três centros hospitalares da região norte do País, vacinados no período de 26 de Outubro de 2009 a 31 de janeiro de 2009. Resultados: Dos 2358 profissionais de saúde que aceitaram participar no estudo, 864 (37%) devolveram o questionário preenchido.	saúde	0.07	0.5	0.5	0.5	0.5	0.5	0.5
570	news	o ministro confirmou que nesta terça-feira, 13, o governo deve anunciar os próximos passos do programa de concessões, mas não adiantou nenhum detalhe	passos	0.15	0.5	0.5	0.5	0.5	0.5	0.5
571	bible	E depois dele Samá, filho de Agé, o hararita, quando os filisteus se ajuntaram numa multidão, onde havia um pedaço de terra cheio de lentilhas, e o povo fugira de diante dos filisteus.	agé	0.39	0.5	0.5	0.5	0.5	0.5	0.5
572	news	por isso, a empresa resolveu investir na máquina cata moeda prosegur, instala na unidade do alto da xv do grupo	grupo	0.11	0.5	0.5	0.5	0.5	0.5	0.5
573	biomed	Comparar o índice de massa corporal (IMC) de pacientes com fratura da extremidade proximal do fêmur com o IMC de pacientes sem história prévia de fraturas.	extremidade	0.33	0.5	0.5	0.5	0.5	0.5	0.5
574	bible	E disse Rebeca a Isaque: Enfadada estou da minha vida, por causa das filhas de Hete; se Jacó tomar mulher das filhas de Hete, como estas são, das filhas desta terra, para que me servirá a vida?	Rebeca	0.12	0.5	0.5	0.5	0.5	0.5	0.5
575	news	então, podemos ter nisso a explicação para a crise da água em são paulo	explicação	0.12	0.5	0.5	0.5	0.5	0.5	0.5
576	bible	Segundo o zelo, perseguidor da igreja, segundo a justiça que há na lei, irrepreensível.	lei	0.06	0.5	0.5	0.5	0.5	0.5	0.5
577	biomed	Os níveis de alfa-tocoferol no leite diminuíram com a progressão da lactação, e a provável ingestão dos leites colostro e de transição conseguiu atender ao requerimento nutricional do lactente.	requerimento	0.31	0.5	0.5	0.5	0.5	0.5	0.5
578	news	durante o curso de qualificação de dirigentes sindicais em araxá, o presidente do sinplalto e secretário geral interestadual da fesempre, hely aires, falou sobre o polêmico projeto que tramita no congresso nacional e que trata do financiamento da atividade sindical	financiamento	0.19	0.5	0.5	0.5	0.5	0.5	0.5
579	news	uma dica importante de deák para quem deseja comprar um imóvel em leilão é nunca pagar o valor de mercado	pagar	0.05	0.5	0.25	0.11	0.5	0.38	0.31
580	biomed	SAMR foram as bactérias mais frequentemente identificadas, seguidas por PAMR e bacilos gram negativos ESBL.	bactérias	0.19	0.5	0.5	0.5	0.5	0.5	0.5
581	bible	E aconteceu que, quase três meses depois, deram aviso a Judá, dizendo: Tamar, tua nora, adulterou, e eis que está grávida do adultério. Então disse Judá: Tirai-a fora para que seja queimada.	adulterou	0.29	0.5	0.5	0.5	0.5	0.5	0.5
582	news	estratégiaas empresas de fidelidade têm o desafio de oferecer prêmios que agradem ao consumidor e, consequentemente, façam com que eles valorizem o ponto que conquistaram nos programas de fidelidade	empresas	0.09	0.5	0.25	0.11	0.5	0.38	0.31
583	bible	E Baquebacar, Heres e Galal; e Matanias, filho de Mica, filho de Zicri, filho de Asafe;	Mica	0.2	0.5	0.5	0.5	0.5	0.5	0.5
584	news	além de outros dispositivos legais que tratam da inserção da pessoa com deficiência no mercado de trabalho, como a lei 7853/1989, diversas universidades no país já adotam o sistema de cotas	cotas	0.2	0.5	0.5	0.5	0.5	0.5	0.5
585	bible	Os dias da nossa vida chegam a setenta anos, e se alguns, pela sua robustez, chegam a oitenta anos, o orgulho deles é canseira e enfado, pois cedo se corta e vamos voando.	dias	0.06	0.5	0.5	0.5	0.5	0.5	0.5
586	biomed	Objetivos: Estudamos as propriedades bioquímicas e biofísicas do aspirado gástrico (GA) de crianças nascidas prematuramente com NRDS e saudáveis nascidos a termo, com o objetivo de encontrar um método acessível para avaliação da maturidade do surfactante no nascimento.	gás	0.16	0.5	0.5	0.5	0.5	0.5	0.5
587	bible	E, tendo elas ido comprá-lo, chegou o esposo, e as que estavam preparadas entraram com ele para as bodas, e fechou-se a porta.	bodas	0.28	0.5	0.5	0.5	0.5	0.5	0.5
588	bible	O nardo, e o açafrão, o cálamo, e a canela, com toda a sorte de árvores de incenso, a mirra e aloés, com todas as principais especiarias.	mirra	0.42	0.5	0.5	0.5	0.5	0.5	0.5
589	bible	Porque estes homens que aqui trouxestes nem são sacrílegos nem blasfemam da vossa deusa.	sacrílegos	0.38	0.5	0.5	0.5	0.5	0.5	0.5
590	biomed	Os autores relatam um caso de surdez súbita e vertigem em doente com artrite reumatóide, causada por hemorragia labiríntica.	surdez	0.16	0.5	0.5	0.5	0.5	0.5	0.5
591	biomed	Os valores de mortalidade e morbilidade além das opções terapêuticas antitrombóticas em pré e pós-Doença Vascular Cerebral são semelhantes aos de outras séries, confirmando a gravidade dos acidentes vasculares cerebrais cardioembólicos e a subutilização dos antagonistas da vitamina K. A anticoagulação oral foi eficaz em prevenção secundária independentemente do estado funcional sequelar após acidente vascular cerebral.	antagonistas	0.29	0.5	0.5	0.5	0.5	0.5	0.5
592	bible	Dize ao rei e à rainha: Humilhai-vos, e assentai-vos no chão; porque já caiu todo o ornato de vossas cabeças, a coroa da vossa glória.	ornato	0.65	0.5	0.5	0.5	0.5	0.5	0.5
593	bible	E as suas casas passarão a outros, como também as suas herdades e as suas mulheres juntamente; porque estenderei a minha mão contra os habitantes desta terra, diz o SENHOR.	habitantes	0.11	0.5	0.5	0.5	0.5	0.5	0.5
594	bible	E a terra ajudou a mulher; e a terra abriu a sua boca, e tragou o rio que o dragão lançara da sua boca.	dragão	0.13	0.5	0.5	0.5	0.5	0.5	0.5
595	news	os desvios de conduta nos fundos de pensão – evidenciados, por exemplo, na operação greenfield da polícia federal, que teve como foco previ, petros, funcef e postalis – são pontos fora da curva do sistema, afirmou o presidente da associação brasileira das entidades fechadas de previdência complementar (abrapp), josé ribeiro pena neto	pensão	0.14	0.5	0.5	0.5	0.5	0.5	0.5
596	biomed	O estudo permitiu visualizar a importância da vigilância pós-comercialização dos cateteres vasculares além de fornecer um panorama de seu uso, o que pode apoiar ações de Tecnovigilância e subsidiar as políticas públicas voltadas a esse produto.	fornecer	0.19	0.5	0.5	0.5	0.5	0.5	0.5
597	bible	E, quando o estavam atando com correias, disse Paulo ao centurião que ali estava: É-vos lícito açoitar um romano, sem ser condenado?	romano	0.11	0.5	0.5	0.5	0.5	0.5	0.5
598	bible	Porque estou cheio de palavras; o meu espírito me constrange.	espírito	0.11	0.5	0.5	0.5	0.5	0.5	0.5
599	bible	Quando o pai de família se levantar e cerrar a porta, e começardes, de fora, a bater à porta, dizendo: Senhor, Senhor, abre-nos; e, respondendo ele, vos disser: Não sei de onde vós sois;	família	0.07	0.5	0.5	0.5	0.5	0.5	0.5
600	bible	Eis que eu enviarei, e tomarei a todas as famílias do norte, diz o SENHOR, como também a Nabucodonosor, rei de Babilônia, meu servo, e os trarei sobre esta terra, e sobre os seus moradores, e sobre todas estas nações em redor, e os destruirei totalmente, e farei que sejam objeto de espanto, e de assobio, e de perpétuas desolações.	espanto	0.24	0.5	0.5	0.5	0.5	0.5	0.5
601	bible	Inclina, SENHOR, o teu ouvido, e ouve; abre, SENHOR, os teus olhos, e olha; e ouve as palavras de Senaqueribe, que enviou a este, para afrontar o Deus vivo.	vivo	0.05	0.5	0.5	0.5	0.5	0.5	0.5
602	news	e, ao mesmo tempo, criou uma poderosa máquina de propaganda para disseminar a ideologia da democracia liberal de bem-estar social e do american way of life, como padrões políticos e de vida ideais	democracia	0.1	0.5	0.0	0.0	0.5	0.25	0.25
603	news	uma nova evidência de que bruna marquezine e neymar teriam reatado o romance fez a alegria dos fãs do ex-casal nas redes sociais neste fim de semana	fãs	0.09	0.5	0.5	0.5	0.5	0.5	0.5
604	bible	E, sendo já manhã, Jesus se apresentou na praia, mas os discípulos não conheceram que era Jesus.	praia	0.06	0.5	0.5	0.5	0.5	0.5	0.5
605	bible	Nos seus dias subiu Nabucodonosor, rei de Babilônia, e Jeoiaquim ficou três anos seu servo; depois se virou, e se rebelou contra ele.	rei	0.09	0.5	0.5	0.5	0.5	0.5	0.5
606	news	além disso, ainda disponibiliza mapa para visualização do desmatamento e focos de calor nos estados, informações sobre a metodologia de construção dos indicadores, cálculo de efetividade, além de uma série de documentos e links com informações relevantes sobre as políticas de controle do desmatamento e iniciativas de monitoramento de políticas públicas	metodologia	0.2	0.5	0.0	0.0	0.5	0.25	0.25
607	news	ele ajuda a separar e distribuir, para que ele possa conhecer a realidade da onde vai trabalhar, porque é a comunidade que vai recebê-lo como profissional, ressalta a coordenadora acadêmica	ajuda	0.07	0.5	0.5	0.22	0.5	0.5	0.36
608	news	à pergunta se o evento foi planejado, o pontífice respondeu que não	pergunta	0.06	0.5	0.5	0.5	0.5	0.5	0.5
609	bible	E todos os reis da terra buscavam a presença de Salomão, para ouvirem a sabedoria que Deus tinha posto no seu coração.	Deus	0.03	0.5	0.5	0.5	0.5	0.5	0.5
610	news	garantir que o armazenamento de óleo combustível esteja em conformidade com as normas da abnt, bem como sua destinação respeite resolução do conama, com apresentação de relatório de diagnóstico em 30 dias	conformidade	0.16	0.5	0.5	0.5	0.5	0.5	0.5
611	news	vamos resolver problemas de calçamento e deixar a quadra de esportes mais adequada e segura, resumiu o gestor	problemas	0.12	0.5	0.25	0.11	0.5	0.38	0.31
612	news	o brasil está prestes a ganhar uma nova tradução da bíblia, diferente de todas as outras versões	tradução	0.19	0.5	0.25	0.11	0.5	0.38	0.31
613	biomed	Em Portugal, existemdesde Janeiro de 2013 novas regras para os condutores diabéticos.  Os condutores do grupo 1 são considerados inaptos para a condução se apresentarem hipoglicemia grave ou recorrente.	regra	0.13	0.5	0.5	0.5	0.5	0.5	0.5
614	biomed	Discussão: A vascularização do plexo braquial do rato não é muito diferente da reportada na espécie humana, tornando o rato um modelo animal útil para o estudo experimental da fisiopatologia e tratamento da patologia do nervo periférico.	animal	0.06	0.5	0.5	0.5	0.5	0.5	0.5
615	bible	De Babilônia se ouve clamor de grande destruição da terra dos caldeus;	destruição	0.11	0.5	0.5	0.5	0.5	0.5	0.5
616	bible	E, estando um certo jovem, por nome Êutico, assentado numa janela, caiu do terceiro andar, tomado de um sono profundo que lhe sobreveio durante o extenso discurso de Paulo; e foi levantado morto.	janela	0.04	0.5	0.5	0.5	0.5	0.5	0.5
617	biomed	Este artigo apresenta um diagnóstico por citologia aspirativa com agulha fina (CAAF) de um PE, associado ao exame histológico e de imunocito/histoquímica.	química	0.31	0.5	0.5	0.5	0.5	0.5	0.5
618	bible	Eu irei adiante de ti, e endireitarei os caminhos tortuosos; quebrarei as portas de bronze, e despedaçarei os ferrolhos de ferro.	bronze	0.09	0.5	0.5	0.5	0.5	0.5	0.5
619	bible	E com ira e com furor farei vingança sobre os gentios que não ouvem.	vingança	0.07	0.5	0.5	0.5	0.5	0.5	0.5
620	news	a empresa fez uma extensa apresentação sobre o processo avançado de polimento que fez na superfície do dispositivo para garantir o acabamento elegante	superfície	0.13	0.5	0.25	0.11	0.5	0.38	0.31
621	bible	E também o Pai a ninguém julga, mas deu ao Filho todo o juízo;	Pai	0.04	0.5	0.5	0.5	0.5	0.5	0.5
622	news	de acordo com o advogado bence pál deák, também é importante observar se o valor avaliado pelo imóvel já foi impugnado pelo antigo dono ou não	acordo	0.06	0.5	0.0	0.0	0.5	0.25	0.25
623	news	mas como a sua existência não podia ser desligada de um contexto mais amplo, cumpria também ao jornal dar notícia de todas «as povoações que bordejam a linha de sintra»	existência	0.11	0.5	0.25	0.11	0.5	0.38	0.31
624	news	durante toda a sua fala, o presidente defendeu a proposta nos moldes enviados pelo executivo	enviados	0.11	0.5	0.5	0.5	0.5	0.5	0.5
625	news	também anunciou que todos os editais serão publicados somente após análise do tcu (tribunal de contas da união) e se tiverem viabilidade ambiental	viabilidade	0.39	0.5	0.5	0.5	0.5	0.5	0.5
626	bible	Por isso eu derramei sobre eles a minha indignação; com o fogo do meu furor os consumi; fiz que o seu caminho recaísse sobre a sua cabeça, diz o Senhor DEUS.	furor	0.48	0.5	0.5	0.5	0.5	0.5	0.5
627	news	o atacante hulk, da seleção brasileira, contestou o escritor e disse que ele não demonstra conhecimento da importância da região para o país	conhecimento	0.1	0.5	0.5	0.5	0.5	0.5	0.5
628	news	a classificação indicativa é de 14 anos	classificação	0.05	0.5	0.5	0.5	0.5	0.5	0.5
629	news	o ministério da educação (mec) publicou na edição desta terça-feira, 11 de outubro, do diário oficial da união (dou) a portaria que institui o programa de fomento e implementação do tempo integral no ensino médio das escolas públicas	implementação	0.29	0.5	0.5	0.5	0.5	0.5	0.5
630	news	ao menor sinal de alerta, parávamos os cânticos, o batuque, apagávamos todas as velas e lamparinas, contínhamos os incorporados	velas	0.06	0.5	0.25	0.11	0.5	0.38	0.31
631	biomed	Estes períodos coincidiram com os picos de maior afluência à Unidade de Urgência Pediátrica.	pico	0.11	0.5	0.5	0.5	0.5	0.5	0.5
632	news	após denúncias, policiais cívis abordaram todos os funcionários nos caminhões de lixo e constataram que todos os motoristas eram servidores da semosp	motoristas	0.06	0.5	0.0	0.0	0.5	0.25	0.25
633	news	nos jogos surdolímpicos, os atletas são capazes de competir e interagir entre si livremente, sem a necessidade de intérpretes de língua de sinais	intérpretes	0.26	0.5	0.5	0.5	0.5	0.5	0.5
634	biomed	Contudo, nos países com uma elevada incidência destas doenças, a mortalidade permanece elevada devido à escassa disponibilidade destas vacinas e milhões de mortes poderiam ser evitadas através de uma utilização eficiente das vacinas nestas regiões.	mortes	0.07	0.5	0.5	0.5	0.5	0.5	0.5
635	news	muitas famílias foram ao evento nesse final de semana e os 365 piquetes estavam constantemente lotados, com muito churrasco	famílias	0.05	0.5	0.25	0.11	0.5	0.38	0.31
636	bible	Mas Gideão lhe respondeu: Ai, Senhor meu, se o SENHOR é conosco, por que tudo isto nos sobreveio? E que é feito de todas as suas maravilhas que nossos pais nos contaram, dizendo: Não nos fez o SENHOR subir do Egito? Porém agora o SENHOR nos desamparou, e nos deu nas mãos dos midianitas.	senhor	0.07	0.5	0.5	0.5	0.5	0.5	0.5
637	news	uma pomba que teria pousado em algum ponto vulnerável da fiação teria causado a descarga	descarga	0.17	0.5	0.5	0.22	0.5	0.5	0.36
