Genre	Sentence	ComplexWord	Gold_Complexity	prompt1_pred	prompt2_pred	prompt3_pred	prompt4_pred	prompt5_pred	avg_pred
biomed	Altogether, our findings suggest a role for NT-3 in initiation of muscle innervation and spindle differentiation by the proprioceptive axons.	spindle	0.51	0.6	0.4	0.8	0.7	0.0	0.5
biomed	In 5 wk, 46 wk or 72 wk old wild type lenses (Figure 2C,2D and 2E), however, there was no posterior or anterior subcapsular nucleic acid staining and the embryonic-fetal nucleus was centrally located, not in contact with the posterior capsule.	capsule	0.4	0.8	0.6	0.8	0.8	0.8	0.76
biomed	Well-formed plaques remained in the treated animals after 6 mo of transgene suppression, even though as much time was given to clear the lesions as they had taken to form.	plaques	0.4	0.6	0.6	0.6	0.2	0.0	0.4
biomed	In contrast, microglia surrounding amyloid plaques in human brain show a much higher state of activation with greater expression of complement receptor [40].	plaques	0.43	0.0	0.0	0.6	0.4	0.0	0.2
biomed	Studies with human, avian and chicken CSRP1 have shown that this protein is localized at adhesion plaques and in association with filamentous actin, and interacts with the adhesion plaque protein zyxin, as well as the actin-cross-linking protein alpha-actinin (54–57).	plaques	0.49	0.6	0.0	0.4	0.2	0.5	0.34
biomed	Both silver- and thioflavin-S-positive plaques could still be found in each of the dox-treated animals.	plaques	0.5	0.2	0.2	0.6	0.2	0.0	0.24
biomed	Somewhat unexpectedly, we observe no appreciable clearance of deposited amyloid even following periods of transgene suppression equal to the time taken for plaques to form.	plaques	0.5	0.0	0.0	0.0	0.6	0.0	0.12
biomed	This retention of apical spiral neurons is also largely unrelated to neurotrophins which are known to be reduced in their expression in neonatal rodents [4].	retention	0.41	0.0	0.8	0.8	0.5	0.0	0.42
biomed	In contrast, in undifferentiated cells that are already lineage committed (such as MEFs) genome architecture might be more stable than in ES cells and thus cannot be disrupted by CAF-1 depletion.	lineage	0.41	1.0	0.6	0.8	0.8	1.0	0.84
biomed	The conventional view of mammalian sex determination is that the basic pathway of organ development is ovarian, and that the testis-determining gene operates by diverting this program toward testis development by simultaneously influencing the fate of the key supporting cell lineage and initiating a male-specific morphogenetic program.	lineage	0.45	0.8	0.8	0.8	0.8	1.0	0.84
biomed	In the present paper we have analyzed female mice that previously had undergone a reproductive study (Liljander M, Sällström MA, Andersson S, Wernhoff P, Andersson Å, Holmdahl R, Mattsson R, unpublished data).	P	0.41	0.6	0.8	0.2	0.0	0.0	0.32
biomed	On the genome level, some of the eight small-effect QTL identified using a very low threshold value (P < 0.05) could be false positives.	P	0.47	0.8	0.0	0.6	1.0	0.4	0.56
biomed	Superficial and deep anterior cortical staining was grossly different between alphaA/BKO (Figure 3A,3D,3F and 3I) and wild type lenses (Figure 3K,3N,3P and 3S).	P	0.52	0.0	0.0	0.2	0.4	0.0	0.12
biomed	By comparing this Chromosome 1 congenic strain with matched congenic mice lacking the Apcs gene, we demonstrated that serum amyloid P component deficiency influences the severity of glomerulonephritis, but is not the prime mover in the induction of anti-nuclear autoimmunity, contrary to our own original interpretation of our data (Bickerstaff et al. 1999).	P	0.53	0.4	0.7	0.8	0.6	0.0	0.5
biomed	For example, locus 4 was identified with a low P value and does not overlap with any previously identified arthritis QTL.	P	0.75	0.0	0.7	0.6	0.3	0.0	0.32
biomed	Future experiments measuring acquisition of associative learning in rodents that received chronic administration of D2R antagonists and demonstrated behavioral tolerance to their motor disrupting effects would be a logical test of this hypothesis.	antagonists	0.43	0.8	0.8	0.8	0.8	0.0	0.64
biomed	While they do have their limitations (e.g. developmental compensation and strain effects in mouse lines not backcrossed adequately to a parental strain for a minimum of 10 generations), use of our inbred (N20 generation) animals in the present study (where no differences in locomotor behavior were detected between D2R-/- and D2R+/+ mice; Figs. 1 &2) revealed a previously unappreciated role of D2R-mediated signaling in associative learning and attention that could not be measured with the currently available, acutely administered D2R antagonists.	antagonists	0.47	0.8	0.8	0.8	0.8	1.0	0.84
biomed	For example, ectopic application of BMP antagonists demonstrates that BMP signaling is necessary for this process, and in its absence, webbing occurs [17–19]).	antagonists	0.51	0.8	0.8	0.8	0.4	0.8	0.72
biomed	In support of this view are several studies demonstrating that the disruption of dopamine signaling via acute blockade of dopamine receptors with dopamine receptor antagonists [3-9] or 6-OHDA lesions [1,10,11] do not disrupt phase 1, the palatability or primary reinforcing characteristics of a natural reinforcer (e.g. palatability) but disrupt phase 2, the formation of incentive salience.	antagonists	0.54	0.8	0.8	0.8	0.8	0.0	0.64
biomed	Moreover, acute dosing does not recapitulate the marked learning deficits produced in rodents [15,16] by chronic exposure to dopamine D2R antagonists [6,7].	antagonists	0.54	0.6	0.8	0.8	0.8	0.8	0.76
biomed	The cause of goiter appears to be an impairment of iodide fixation in the follicular lumen due to a reduced rate of iodide transport across the apical membrane of thyroid gland epithelial cells [4].	goiter	0.43	0.8	0.0	0.6	0.3	0.0	0.34
biomed	Expression has been found in the inner ear and thyroid gland consistent with the clinical signs of deafness and goiter [2,3,8].	goiter	0.47	0.0	0.0	0.6	0.8	0.5	0.38
biomed	In the course of associative learning, striatal synapses [38] receive experience-driven gain [7], thus permitting newly established reinforcement-mediated signals to traverse ascending efferents en route to the frontal cortex, completing a functional limbic/motor circuit [39-41].	synapses	0.45	0.8	0.8	0.4	0.4	0.0	0.48
biomed	In these distinct synapses, lateral and recurrent inhibition mediated by the gamma-aminobutyric acid-A system may be controlled by the activity of the closely appositioned glutamatergic part, perhaps triggering increased gamma-aminobutyric acid release by Ca2+ influx through glutamate-gated receptor channels ([38]; see also [39]).	synapses	0.51	0.8	0.8	0.0	0.6	0.0	0.44
biomed	Targeted disruption of the mouse alphaB gene, however, resulted in lenses similar in size to aged-matched wild type lens with no cataracts reported [23].	cataracts	0.46	0.0	0.5	0.6	0.0	0.0	0.22
biomed	In a second series of experiments, we compared the association of histone H3 with chromatin in nuclei isolated from cells transfected with control and p150CAF-1 RNAi plasmid vectors.	vectors	0.47	0.8	0.7	0.2	0.4	0.0	0.42
biomed	These data report the development and implementation of an improved RMCE approach that enables efficient allele modification in ES cells to generate mice and in heterozygous MEFs to accelerate phenotypic analyses.	ES	0.6	0.8	0.8	0.4	0.4	0.0	0.48
biomed	Ultimately, p150CAF-1 depletion results in the arrest of ES cell division and cell death.	ES	0.61	0.8	1.0	0.0	0.0	0.0	0.36
biomed	p150CAF-1 knockdown in ES cells was quantified by Western blot analysis and IF.	ES	0.69	0.6	0.6	0.0	0.0	0.0	0.24
biomed	Alternatively (or in addition), another male-specific factor normally dependent on      Sry may be required to sustain SOX9 expression, possibly FGF-binding proteins in the extracellular matrix or FGF receptors.	matrix	0.48	0.8	1.0	0.8	0.8	0.4	0.76
biomed	Once inside the mitochondrial matrix, the MCAD monomers are assembled into homotetramers to gain enzymatic activity [4].	matrix	0.53	0.8	0.8	0.6	0.0	0.3	0.5
biomed	We show that in p150CAF-1-depleted ES cells, while DNA replication initially persists without significant perturbation in nucleosomal organization, severe heterochromatin organization defects can be observed.	perturbation	0.48	0.8	0.8	0.4	0.7	0.0	0.54
biomed	Since the arrest and apoptosis of Dmrt7 mutant spermatocytes could result from perturbation of any of the critical pachytene events mentioned above, we tested whether they occur abnormally in the mutant cells.	perturbation	0.52	0.8	0.8	0.8	0.8	0.0	0.64
biomed	It is, nevertheless, possible that lack of microglia activation is the major difference between the slow clearance described here, where no perturbation of the immune system is expected, and the rapid clearance described in studies involving antibody or viral injection.	perturbation	0.62	0.8	0.8	0.8	0.8	0.0	0.64
biomed	The presence of Dmrt7 in both lineages may support a common origin for either the sex chromosomes or the sex chromatin of monotremes and other mammals.	chromosomes	0.5	0.0	0.5	0.8	0.7	0.0	0.4
biomed	Our phenotypic analysis focused on the kidney, which showed altered branching morphogenesis of the ureteric bud, and expansion of the zone of condensed mesenchyme surrounding the ureteric bud, yet relatively normal nephron formation, as measured by histology, confocal analysis, in situ hybridization and microarray analysis.	histology	0.5	1.0	0.8	0.6	0.8	0.1	0.66
biomed	Traditional histology and histomorphometry suggested that the mechanism involved preservation of osteoblast and osteoclast activity.	histology	0.52	0.8	1.0	0.8	0.8	0.0	0.68
biomed	These data report the development and implementation of an improved RMCE approach that enables efficient allele modification in ES cells to generate mice and in heterozygous MEFs to accelerate phenotypic analyses.	allele	0.52	0.6	0.0	0.8	0.8	0.0	0.44
biomed	We obtained a conditional allele of Bmp4, in which exon 4 is flanked by loxP sites, from Dr. Holger Kulessa and Dr. Brigid Hogan [16].	allele	0.53	0.4	0.4	0.8	0.8	0.3	0.54
biomed	We analyzed the sequence of each Tas2r allele in the parental strains (B6 and D2) and 29 RI lines.	allele	0.55	0.4	0.5	0.8	0.3	0.0	0.4
biomed	By positional cloning and gene targeting, we identify an allele of droopy ear, deH, as a loss of function for Tbx15, which encodes a T-box transcription factor expressed in a dynamic and spatially restricted manner in the developing skin and musculoskeletal system.	allele	0.58	0.4	0.4	0.6	0.6	0.0	0.4
biomed	By the time its expression is first detectable, the floxed Bmp2 allele appears to be completely recombined in the limb mesenchyme, as whole mount in situ hybridization does not detect any mesenchymal Bmp2 transcription (Figure 1B).	allele	0.7	0.4	0.4	0.6	0.6	0.0	0.4
biomed	In contrast, we provide in vitro, transgenic (Tg), and gene targeting evidence to show that TGF-β2 and small phenotype- and mothers against decapentaplegic-related protein 2 (SMAD2) signaling are upstream inducers of Snail gene expression in skin epithelium.	Tg	0.52	1.0	0.8	0.4	0.0	0.0	0.44
biomed	Function and expression of other K+ channels has been shown to be controlled by the cytosolic pH and free radicals, which encode the metabolic state of the cell [39].	pH	0.53	0.8	0.8	0.6	0.8	0.0	0.6
biomed	Thus, identification of hg modifiers has the potential to uncover novel members of metabolically important pathways or previously unknown convergences between pathways.	hg	0.53	0.0	0.8	0.0	0.0	1.0	0.36
biomed	In addition to the large number of MMU2 QTL, the presence of hg adds complexity by either eliciting interactions with the same QTL or by inducing the expression of novel QTL.	hg	0.53	0.6	0.8	0.6	0.8	1.0	0.76
biomed	All of these genes are excellent functional and positional hg modifier candidate genes and this information can be incorporated into future fine mapping studies.	hg	0.55	0.6	0.8	0.6	0.0	0.0	0.4
biomed	Modifier QTL have been mapped for numerous traits and in these studies the modified locus is typically a known gene containing a spontaneously arisen or engineered mutation with major phenotypic effects, such as hg [11,19-21].	hg	0.57	0.6	0.6	0.0	0.2	0.0	0.28
biomed	The 2P unique region (Region I) contains an hg modifier with large effects on growth and smaller effects on obesity (Table 3).	hg	0.75	0.8	0.0	0.8	0.0	0.0	0.32
biomed	The results of this study suggest that ADAM22 is involved in human diseases such as epilepsy and peripheral neuropathy.	neuropathy	0.55	1.0	1.0	0.6	0.4	1.0	0.8
biomed	Interestingly, in vesicles of red blood cells lacking annexin A7 the amount of sorcin is lowered, indicating that its localisation is affected by the loss of annexin A7 or its expression during red blood cell development was reduced.	vesicles	0.56	0.0	0.0	0.6	0.5	0.0	0.22
biomed	Under basal conditions, the protein resides in subapical intracellular vesicles; however, under conditions requiring water retention AQP2 translocates to the apical membrane, permitting water reabsorption [7,8].	vesicles	0.57	0.0	0.0	0.8	0.3	0.0	0.22
biomed	Annexin A7 translocates to membranes in a Ca2+-dependent fashion and, when intracellular Ca2+ levels rise, sequentially redistributes to the plasma and the nuclear membrane as well as to intracellular vesicles.	vesicles	0.58	0.6	0.3	0.4	0.6	0.0	0.38
biomed	These ADAMs lack a catalytic motif critical for the metalloproteinase activity, suggesting that they are not proteases.	ADAMs	0.59	0.8	0.8	0.0	0.0	0.0	0.32
biomed	ADAMs are also involved in cell-cell or cell-matrix adhesion through their interaction with integrins or syndecans.	ADAMs	0.62	0.8	0.9	0.6	0.7	0.4	0.68
biomed	Of these, DsRed1 (referred to as drFP585 by Matz et al., [12]), a 28 kDa protein isolated from the IndoPacific sea anemone Discosoma sp, posseses the longest excitation (558 nm) and emission (583 nm) wavelength maxima known for a wild-type autofluorescent protein.	maxima	0.61	0.6	0.8	0.8	0.6	0.6	0.68
biomed	Apoptotic cells are removed rapidly and efficiently as intact cells or apoptotic bodies by professional phagocytes or by neighboring cells.	phagocytes	0.64	0.6	0.8	0.4	0.6	0.5	0.58
biomed	Quinine may directly activate G proteins, and both quinine and denatonium can block K+ channels [31-36] ; caffeine, another bitter-tasting substance, directly inhibits intracellular phosphodiesterase [33].	Quinine	0.68	0.2	0.2	0.8	0.8	0.8	0.56
biomed	A number of target gene candidates emerged upon a transcriptome analysis of mock- and cadmium-treated Mtf1 conditional knockout mice and control littermates and several of these were confirmed by semiquantitative RT–PCR.	RT	0.68	0.6	1.0	0.6	0.0	0.0	0.44
biomed	Thrombus formation on fissured atherosclerotic plaques is the precipitating event in the transition from a stable or subclinical atherosclerotic disease and leads to acute myocardial infarction, ischemic stroke or peripheral arterial occlusion.	Thrombus	0.72	0.6	0.5	1.0	0.8	0.8	0.74
biomed	Many of these dimorphisms affect somatic cells, but the sexual dimorphisms that most directly mediate sexual reproduction are those of the gametes themselves.	gametes	0.75	0.0	0.0	0.6	0.8	0.0	0.28
biomed	DNCL1 is a subunit of two intracellular transport protein complexes, dynein and myosin Va [36].	Va	0.78	0.8	1.0	0.2	0.0	0.0	0.4
europarl	Europe, on the other hand, unfortunately too often seems to have lost its faith in the future.	hand	0.16	0.6	0.8	0.4	0.0	0.0	0.36
europarl	That is why we want to introduce the role of media pluralism monitor.	role	0.05	0.6	1.0	0.6	0.0	0.4	0.52
europarl	The Union also has the aim of encouraging development and reforms in China for the benefit not only of the country itself but also, given its size, of the entire planet, and it is in this context that we have followed with grave concern the consequences of the earthquake that hit Sichuan Province in May and assessed the scale of this disaster; with more than 70 000 dead and 18 000 missing, the final toll, unfortunately, is likely to exceed 80 000.	size	0.0	0.4	0.0	0.0	0.0	0.0	0.08
europarl	We are taking note of your comment and it will be duly considered.	comment	0.05	0.0	0.0	0.0	0.0	0.0	0.0
europarl	We have taken note of your comment, Mr Helmer.	comment	0.05	0.0	0.0	0.0	0.0	0.0	0.0
europarl	Madam President, ladies and gentlemen, I have a comment about the Minutes.	comment	0.17	0.8	0.0	0.0	0.0	0.0	0.16
europarl	Ladies and gentlemen, I will obviously pass on your comment to the President of Parliament, but I also invite you to pass it on to the chairmen and women of your respective groups, because it will not have escaped your notice that it is the Conference of Presidents that decides the agenda and the order in which the reports will go through.	comment	0.18	0.8	0.0	0.0	0.4	0.0	0.24
europarl	I shall pass your comment on to the right person and try to get you an answer.	comment	0.23	0.0	0.0	0.0	0.0	0.0	0.0
europarl	We will bear this in mind in future and pay attention to such matters.	pay	0.07	0.6	1.0	0.2	0.2	1.0	0.6
europarl	The films and books coming out of Iran are impressive, the level of education of women is high, there is a capacity for public debate and the young population is vibrant and active.	level	0.17	0.0	1.0	0.2	0.0	0.0	0.24
europarl	In recent months the Presidency, together with the Commission, has invested a lot of effort at the highest level in trying to overcome the remaining obstacles on the EU side.	level	0.2	0.0	0.0	0.8	1.0	0.0	0.36
europarl	In this context, I believe it is important that the European Union give consideration to establishing a common minimum level of insurance for all farmers and to the eligibility thresholds for the Solidarity Fund.	level	0.3	0.0	0.5	0.2	0.2	0.0	0.18
europarl	(DE) Mr President, ladies and gentlemen, further to what Mr Watson has just said, I want to say, on behalf of my group, and addressing Mr Geremek personally, that we - as you, Mr Geremek, will be aware - share but few of your political views, but there	Group	0.08	0.6	0.7	0.0	0.0	0.0	0.26
europarl	on behalf of the PPE Group.	Group	0.15	0.6	0.9	0.0	0.0	1.0	0.5
europarl	B5-0168/1999, by Mr Schroedter and others, on behalf of the Greens/ALE Group, on the war in Chechnya;	Group	0.2	0.8	1.0	0.0	0.0	0.0	0.36
europarl	(DE) Mr President, on behalf of the PPE-DE Group, may I move an oral amendment for the reformulation of Amendment 1.	Group	0.22	0.6	0.8	0.0	0.0	0.0	0.28
europarl	This amendment was tabled by the Group of the Greens/European Free Alliance.	Group	0.24	0.4	0.7	0.0	0.0	0.0	0.22
europarl	on behalf of the PPE-DE Group.	Group	0.3	0.0	0.8	0.0	0.0	0.4	0.24
europarl	Madam President, I saw a few boats landing at Parliament this week and notified the security service.	boats	0.22	0.8	0.6	0.0	0.0	0.3	0.34
europarl	The debates in our committee have also revealed, however, that this is not sensible in all sectors, at least not before 2013.	sectors	0.1	0.6	0.8	0.0	0.2	0.0	0.32
europarl	We are not attempting to draw dividing lines, to classify the productive sectors in the supply chain, the farmers, manufacturers, wholesalers and retailers as 'the good', 'the bad' and 'the ugly', because I do not believe that we are living in a 'Wild West' society and economy; I believe that we are living in an economy based on the regulations of the internal market of the European Union, a market which provides opportunity for growth and competitiveness when it operates transparently, but which ousts or eliminates producers and economic activities when unfair and opaque functions penetrate it.	sectors	0.28	0.8	0.8	0.0	0.5	0.0	0.42
europarl	The European Union must raise awareness of this issue and lead the way if necessary.	way	0.1	0.8	1.0	0.4	0.8	0.0	0.6
europarl	Before we can get to grips with all the issues to do with poverty and poverty-related problems, we must be able to help Ethiopia combat these human rights violations.	problems	0.1	0.0	0.0	0.6	0.8	0.0	0.28
europarl	The problems facing the Union are very much cross-border in nature: terrorism, organised crime, and flows of asylum seekers and illegal immigrants.	problems	0.15	0.0	0.8	1.0	1.0	0.0	0.56
europarl	More differentiation by sector is also needed in the treatment of economic problems.	problems	0.16	0.0	0.0	0.6	1.0	0.0	0.32
europarl	In order to win this trust, we must make the internal market more efficient and sensitive to citizens' expectations and problems.	problems	0.2	0.8	1.0	0.6	0.8	0.0	0.64
europarl	All these things, of course, do not resolve the problems that Croatia still has to solve.	problems	0.27	0.8	0.0	1.0	1.0	0.0	0.56
europarl	I should like, on behalf of the European Parliament, to express our sympathy to the parents and families of the victims.	families	0.19	0.8	0.9	0.2	0.0	1.0	0.58
europarl	Regardless of their past, we express our solidarity with their families and with the people of Guinea-Bissau and we regret and strongly condemn these attacks.	families	0.22	0.0	0.0	0.4	0.3	1.0	0.34
europarl	Many of those who are injured, and their families, face an agonising wait to find out whether they have contracted a blood-borne infection such as HIV or hepatitis C.	families	0.28	0.6	0.8	1.0	1.0	0.8	0.84
europarl	Three years ago, following parliamentary elections annulled by the regime of the time, the Rose Revolution took place in your country and history will associate your name with that revolution, Mr Saakashvili.	history	0.12	0.4	0.0	0.8	0.8	0.0	0.4
europarl	Application of Directive 2004/38/EC on the right of EU citizens and their family members to move and reside freely within the territory of the Member States (	citizens	0.12	0.0	1.0	0.0	0.0	1.0	0.4
europarl	The Commission is often the highest institution to which citizens may refer cases of inappropriate implementation of the law.	citizens	0.17	0.8	1.0	0.4	0.8	0.0	0.6
europarl	Mr President, animal welfare is, in fact, something that most of the citizens of Europe care about.	citizens	0.21	0.6	0.8	0.4	0.2	0.0	0.4
europarl	Madam President, ladies and gentlemen, 'I am delighted to see that the Commission has taken concrete steps to include European citizens in a debate that is going to determine the long-term future of the Union.'	citizens	0.22	0.0	0.8	0.8	0.0	0.0	0.32
europarl	Mr President, the Committee on Women's Rights and Gender Equality, which is presenting this own-initiative report, has invested both effort and material expenditure in the issue: the members of our committee not only worked on this report, but also presented a voluminous report on the situation of women in prisons in Europe.	effort	0.12	0.6	1.0	0.8	1.0	0.0	0.68
europarl	Certain categories of agreements and concerted practices in the air transport sector (codified version) (	air	0.13	0.0	0.0	0.0	0.1	0.3	0.08
europarl	(DE) Mr President, there are differences between the French and English translations of the original document of which we must take note.	note	0.25	0.8	1.0	0.8	0.7	0.0	0.66
europarl	"Then it continues as before: 'calls for the release of the Kurdish journalists Abdolvahed ""Hiwa” Butimar and Adnan Hassanpour who have been sentenced to death'."	death	0.17	1.0	1.0	1.0	1.0	1.0	1.0
europarl	Once again, we reiterate our fundamental opposition to the death penalty, which is against human dignity.	death	0.19	1.0	1.0	0.4	0.3	1.0	0.74
europarl	The directive before us today establishes a good middle way that regulates the issues relating to the internal market, while leaving legislative decisions on all other matters to the Member States themselves.	issues	0.14	0.6	0.8	0.6	0.0	0.8	0.56
europarl	Madam President, although I know that we have more important things to do today, I would like to draw your attention to the fact that, on 6 September, I raised objections to the Minutes of the previous day and also asked - with a view to having these issues in general clarified, and not just this particular instance - that the committee responsible for dealing with agenda questions be asked to look into the matter of a vote result being retrospectively altered.	issues	0.2	0.8	1.0	0.8	0.5	1.0	0.82
europarl	It also shows the need to address broader issues which may affect the macroeconomic stability of a Member State and the overall functioning of economic and monetary union.	issues	0.22	0.8	0.8	0.0	0.8	1.0	0.68
europarl	As we know, he always pays great attention to human rights issues and tragedies in Africa.	issues	0.26	0.8	0.8	0.4	0.5	1.0	0.7
europarl	When these issues are being discussed, Parliament is not prepared to look the other way and content itself with the kind of general reassurances that the Council provided during the negotiations.	issues	0.31	0.8	1.0	0.6	0.8	1.0	0.84
europarl	The concept of quantitative use reduction needs careful management, as less frequent spraying with higher concentration of pesticide could result.	concept	0.14	1.0	1.0	1.0	0.8	0.0	0.76
europarl	Moreover, the film is pigmented with obscene language, and scenes of explicit sex and violence, a unique case in the festival.	language	0.15	0.6	0.0	0.4	0.4	0.0	0.28
europarl	Mr President, exactly one week ago, Nobel Prize winner, Shirin Ebadi, published a penetrating article in The Wall Street Journal about her friend, the Iranian human rights lawyer, Nasrin Sotoudeh, who had just been sentenced to eleven years' imprisonment.	article	0.15	0.4	0.0	0.4	0.0	0.0	0.16
europarl	As you know, the Committee on Budgets voted on more than 1 600 amendments to the 2008 draft budget.	Budgets	0.15	0.8	0.8	0.8	0.7	0.0	0.62
europarl	The members of the secretariat of the Committee on Budgets, whether they work front stage or behind the scenes, have been very, very cooperative and highly competent.	Budgets	0.25	0.8	0.8	0.4	0.0	0.2	0.44
europarl	the report by Mr Louis Grech, on behalf of the Committee on Budgets, on the draft general budget of the European Union for the financial year 2007 (Section I, European Parliament; Section II, Council; Section IV, Court of Justice; Section V, Court of Auditors; Section VI, Economic and Social Committee; Section VII, Committee of the Regions; Section VIII (A), European Ombudsman; Section VIII (B), European Data Protection Supervisor [C6-0300/2006 -.	Budgets	0.28	0.8	0.8	0.8	0.0	0.0	0.48
europarl	In this connection it was stated, by the Vice-President in the Chair amongst others, that the Committee on Budgets was blocking the posts which were necessary to strengthen the security service.	Budgets	0.31	0.8	0.8	1.0	0.8	0.0	0.68
europarl	the report by Mrs Haug, on behalf of the Committee on Budgets, on the draft amending budget No 10/2009 of the European Union for the financial year 2009, Section III - Commission (16327/2009 - C7-0288/2009 -,	Budgets	0.35	0.8	0.8	0.6	0.9	0.0	0.62
europarl	Election of Vice-Presidents (first, second and third ballots)	Election	0.15	0.8	1.0	1.0	0.4	0.0	0.64
europarl	The International Election Observation Mission, led by the OSCE Office for Democratic Institutions and Human Rights, found that the re-run of the second round of the presidential elections on 26 December brought Ukraine closer to international standards.	Election	0.22	0.8	0.8	0.6	0.5	0.0	0.54
europarl	Mr President, allow me, first of all, to thank the shadow rapporteurs, the secretariat of the Committee on Economic and Monetary Affairs and the chairs of the political groups for their constructive contribution to the debates and the efforts made to reach agreement on this very important report.	debates	0.15	0.8	0.8	0.8	0.0	0.0	0.48
europarl	Could you tell me under which rule they were enabled to extend this item to have four rather than three debates?	debates	0.18	0.8	0.8	0.0	0.0	0.0	0.32
europarl	During the recent debates in this House on Palestinian prisoners in Israel, I used strong language to attack the Israeli Government officials.	debates	0.31	0.8	1.0	0.8	0.8	0.7	0.82
europarl	Against a background where food production needs to increase by a minimum of 70% by 2050 in order to meet the world population's food demands, food security must be the topic at the heart of the debates conducted at both global and European level.	debates	0.36	0.8	0.8	0.8	0.7	0.6	0.74
europarl	Terrorism is an attempt at making things happened through blind violence and, in the process, destroying values, the values that are the foundation of the European Union and its Member States.	process	0.15	0.0	0.0	0.6	0.6	0.0	0.24
europarl	an oral question by Pervenche Berès, on behalf of the Committee on Economic and Monetary Affairs, to the Council: Follow-up after the review of the Lamfalussy process - B6-0011/2008)	process	0.16	0.0	1.0	0.0	0.0	1.0	0.4
europarl	I am from a border county myself and I am a representative of the border region and, as such, I have a very good understanding of the part the International Fund for Ireland played in the peace process.	process	0.18	0.8	1.0	0.6	0.6	0.0	0.6
europarl	Current working conditions in this sector are more complex and more demanding: classrooms are more heterogeneous from the social and cultural point of view, teaching concentrates on individual learning, teachers have gone from being ex-cathedra trainers to being classroom managers; there is a requirement to have a good knowledge of foreign languages and information and communications technologies (known as ICT), not only as a means of transmitting knowledge but to be able to use them as a teaching tool.	languages	0.33	0.8	1.0	1.0	1.0	0.0	0.76
europarl	I am taking advantage of the fact that the resolution on the work programme of the European Commission, plus Amendments 19 to 28 have not, at 12.40, been translated into French to draw your attention to the unacceptable deterioration of multilingualism in the European Parliament.	work	0.16	0.8	1.0	0.8	0.0	0.0	0.52
europarl	We are concluding our work at a time when the economic governance package is stalled, at a time when the financial markets have once again taken up many of their bad habits, including in terms of the distribution of bonuses, and at a time when the fate of Member States depends on the ratings they are given by the credit rating agencies.	work	0.28	0.6	1.0	0.8	0.8	0.0	0.64
europarl	This is just because we received a legal opinion from Parliament's Legal Service very late on Friday and we need to make a few comparisons with the text agreed with the Council.	comparisons	0.16	0.6	0.0	0.8	0.7	0.6	0.54
europarl	This is an enlightened and balanced report, which denounces terrorism and those who support terrorism; it promotes a vision of peace, coexistence, friendship and economic integration and commerce between peoples on both sides of the border and in Gilgit and Baltistan along the lines of the European Union model.	vision	0.25	0.8	1.0	0.0	0.8	1.0	0.72
europarl	The report aims to offer a clear vision of the activity of the Committee on Petitions during the year and, ultimately, a more specific explanation of what submitting a petition to the European Parliament involves, as well as the possible result of the process, what it can achieve and its limitations.	vision	0.32	0.8	1.0	0.6	0.5	1.0	0.78
europarl	EU homelessness strategy (	homelessness	0.16	1.0	1.0	1.0	1.0	1.0	1.0
europarl	In my opinion, this is one excellent indication of how, ultimately, we can achieve special added value in the European Union at little expense.	value	0.16	0.8	0.8	0.8	0.8	1.0	0.84
europarl	They are more interested in the territory than in the people who live in it.	people	0.18	0.0	1.0	0.4	0.0	1.0	0.48
europarl	However, in these times of turbulence on the financial markets, it is astonishing to hear the same people who previously argued for the principle of 'fair value' now questioning that principle and asking, too, whether a 'market to market' approach still makes sense if we no longer have a market.	people	0.29	0.6	1.0	0.8	0.0	1.0	0.68
europarl	Well, we need to draw up an own-initiative report on this issue of governance and partnership because 'governance' and 'partnership' are terms that are used every day.	issue	0.17	0.8	0.8	0.6	0.7	0.0	0.58
europarl	We shall thoroughly examine the issue regarding protocol.	issue	0.2	0.8	0.0	0.0	0.0	0.0	0.16
europarl	You raised this issue during the last parliamentary term too.	issue	0.24	0.8	0.0	0.0	0.0	0.0	0.16
europarl	- (PL) Madam President, Commissioner, with this debate we are winding up several months of discussions in the European Parliament on the issue of modernising labour law to meet the challenges of the 21st century.	issue	0.25	0.8	1.0	0.8	0.8	0.0	0.68
europarl	We, the French Presidency, wanted you to be immediately informed of the decisions taken, not only because we want to keep you constantly updated on our work, but also because the European Parliament has shown itself to be extremely active in recent months on the issue of Georgia.	issue	0.29	0.6	0.0	1.0	0.8	0.0	0.48
europarl	Finally, to take account of a problem on pre-accession assistance which arose from the Council's reading, and which we were not able to pick up quickly enough, we ask the Commission at the end of paragraph 25 of the resolution, 'to present a transfer request or amending budget during the course of 2007 if the amounts foreseen in the 2007 budget turn out to be insufficient'.	transfer	0.29	0.8	0.6	0.0	0.8	0.8	0.6
europarl	Action programme in the field of lifelong learning (	field	0.17	0.6	0.8	0.6	1.0	0.0	0.6
europarl	Action programme in the field of lifelong learning (vote)	field	0.17	0.6	1.0	0.0	0.0	0.0	0.32
europarl	This will simultaneously strengthen the European Parliament's role in this field of procedures.	field	0.31	0.6	1.0	0.4	0.0	0.0	0.4
europarl	Thirdly, today, for the fourth time, we are observing the EU Day Against Human Trafficking.	Day	0.17	0.8	1.0	0.0	0.0	0.0	0.36
europarl	"If we have no such assurance by the end of the week, the European Movement in France will have to abandon the idea of organising this year' s ""Europe Day"" ."	Day	0.22	0.8	1.0	0.8	0.0	0.6	0.64
